Song,Artist,Genre Tags,Tag Source
Astrovan,Mt. Joy,sun and moon and stars and outer space,track
Love,"The Something Specials,Taylor Olin","ska, two-tone, reggae, punk, 80s",artist
Its Gettin' Old.,Cottonwood Firing Squad,"WSUM 91.7 FM Madison, DJ T, Daniel and Taylor s Awesome Morning Show",track
CN TOWER,"PARTYNEXTDOOR,Drake","Drake, partynextdoor, 2025, cloud rap, alternative rnb",track
Anxiety,Doechii,"pop rap, alt-pop, hip hop, grindcore, indie pop",track
Gettin' By,Flatland Cavalry,,none
Drive Away,"The Brummies,Kacey Musgraves",,none
Show Me Love,"WizTheMc,bees & honey",Chill House,track
The Veldt Cinema - BYNX Edit,"deadmau5,Benny Benassi,Gary Go,BYNX","electronic, House, techno, dance, trance",artist
Revolving door,Tate McRae,"amazing, putin, jersey club, soty, diva do pop",track
Sad Disco,flipturn,Fave Indie Pop,track
Stoned,Mac Miller,"Neo-Soul, Neo-Psychedelia, Psychedelic Soul, abstract hip hop, cloud rap",track
Sheep,Mt. Joy,"banned, BIRP, 2017",track
Jenny Jenkins,Mt. Joy,,none
Club Paradise,Drake,"Drake, 2011, male, hip hop, chill",track
Bathroom Light,Mt. Joy,,none
Another Story,The Head And The Heart,"indie, folk, american, indie folk, seen live",track
Snow on The Bluff,Evening Elephants,"indie, hip hop, rap, Gangsta Rap, California",artist
Dark Thoughts,Lil Tecca,"furry, song of the year, didnt go to college for a free throw",track
Sports car,Tate McRae,"pop, best of 2025, electropop, soty, fernandacoxta",track
More More More,Mt. Joy,"the rabbit hole, WSUM 91.7 FM Madison, Jo",track
RATHER LIE (with The Weeknd),"Playboi Carti,The Weeknd","pop rap, Hip-Hop, hip hop, rap, rnb",track
Leave Your Light On,Night Moves,"synthpop, indie pop, indie, Minnesota, seen live",artist
Border On Border,Night Moves,"synthpop, indie pop, indie, Minnesota, seen live",artist
Burnout Days,flipturn,,none
Seventeen Going Under,Sam Fender,"indie rock, indie, rock, pop, british",track
Arm's Length,Sam Fender,,none
You Make Loving Fun - 2004 Remaster,Fleetwood Mac,"classic rock, 70s, rock, Fleetwood Mac, soft rock",track
High Tops,Del Water Gap,"seen live, folk, indie pop, indie, pop",artist
There's A Rhythmn,Bon Iver,"fav, 2025",track
The Promise,When In Rome,"80s, new wave, synthpop, pop, Love",track
I Melt With You,Modern English,"80s, new wave, british, rock, Love",track
L.E.S. Artistes,Santigold,"indie, electronic, female vocalists, alternative, indie electro",track
back to friends,sombr,"alternative rock, indie rock, gay anthem, gay love, rock and roll over",track
Love Lost,The Temper Trap,"indie, indie rock, australian, alternative, rock",track
undressed,sombr,"indie rock, sad, american, good left undone, playlista rmf fm",track
One Way Or Another - Remastered 2001,Blondie,"80s, new wave, rock, female vocalists, pop",track
Stayin' Alive - From  Saturday Night Fever  Soundtrack,Bee Gees,"Disco, 70s, Bee Gees, dance, pop",track
Stumblin' In,Lone Tusker,,none
How Sweet It Is (To Be Loved By You) - 2019 Remaster,James Taylor,"james taylor, soft rock, 70s, folk, singer-songwriter",track
Don't Stop Believin',"Lone Tusker,Alberto Ciccarini,Poul",,none
Songbird - 2004 Remaster,Fleetwood Mac,"classic rock, rock, 70s, Fleetwood Mac, female vocalists",track
Part-Time Lover,SRNDE,,none
Have You Ever Seen The Rain?,"Alberto Ciccarini,Poul","rnb, slovak, Hip-Hop, female vocalists, japanese",artist
Sweet Dreams (Are Made Of This),"EFA,The Palm Tree Boy,Kin Alura,Moody Violet","futurepop, ebm, trance, industrial, techno",artist
Woman In Love,"SRNDE,Christie Reeves","soul, funk, 70s, rhythm and blues, rnb",artist
She's A Lady,SRNDE,"pop, 70s, oldies, vocal, male",artist
What Is Love,"Lone Tusker,EFA,The Palm Tree Boy,REWEL",,none
Everything I Own,Bread,"70s, soft rock, classic rock, bread, love song",track
Time After Time,"Syrah,Lyssii",,none
The Otherside,"Alp Atesoglu,RÆ",,none
Superstition - Single Version,Stevie Wonder,"funk, soul, 70s, motown, funky",track
Hey There Delilah,"HORT3N,Pherick","indie, rock, pop punk, alternative, seen live",artist
What a Fool Believes,The Doobie Brothers,"70s, classic rock, rock, pop, soft rock",track
Iris,"Flauna,Garnic,RÆ","hardcore, melodic hardcore, punk, punk rock, hardcore punk",artist
Lean on Me,Bill Withers,"soul, 70s, oldies, Bill Withers, Love",track
Hot Stuff,Donna Summer,"Disco, 70s, dance, female vocalists, pop",track
Stand By Me,"SECMOS,Electric Hearts,RÆ","soul, 60s, oldies, blues, classic rock",artist
"Take Me Home, Country Roads","SRNDE,PHARØ,Robbie Rosen","jazz, saxophone, sax, country, bop",artist
Heroes - Single Version; 1990 Remaster,David Bowie,"classic rock, rock, 70s, glam rock, british",track
Black Magic Woman - Single Version,Santana,"classic rock, rock, latin, santana, guitar",track
"Relax, Take It Easy","Venteris,Maunavi","pop, british, britpop, electronic, alternative",artist
Feel,"Alp Atesoglu,The Palm Tree Boy,Paul Hawksworth","ambient, metal, pop, british, punk",artist
Sunny,Boney M.,"Disco, 70s, dance, pop, 80s",track
One of These Nights - 2013 Remaster,Eagles,"classic rock, 70s, rock, Eagles, soft rock",track
Sailing,Christopher Cross,"80s, soft rock, easy listening, pop, yacht rock",track
Livin' Thing,Electric Light Orchestra,"classic rock, 70s, rock, pop, Progressive rock",track
Don't Bring Me Down,Electric Light Orchestra,"classic rock, 70s, rock, Progressive rock, british",track
Let It Be,"SRNDE,Christie Reeves",,none
Biggest Part of Me,Ambrosia,"soft rock, 80s, 70s, classic rock, romantic",track
She's Gone,Daryl Hall & John Oates,"70s, pop, 80s, soft rock, soul",track
This Is It,Kenny Loggins,"yacht rock, pop, 70s, 80s, soft rock",track
I Keep Forgettin' (Every Time You're Near),Michael McDonald,"yacht rock, 80s, soft rock, pop, Blue-Eyed Soul",track
Baby Come Back,Player,"70s, soft rock, oldies, yacht rock, rock",track
Friday I'm In Love,"Daniel Merano,Dino Mileta","indie, argentina, Rock Argentino, seen live, pop",artist
All Right Now,Free,"classic rock, rock, 70s, hard rock, free",track
Heart of Gold - 2017 Remaster,Neil Young,"classic rock, folk rock, rock, singer-songwriter, folk",track
L.A. Woman,The Doors,"classic rock, rock, Psychedelic Rock, The Doors, psychedelic",track
American Woman - 2024 Remaster,The Guess Who,"classic rock, 70s, rock, 60s, Canadian",track
Aqualung,Jethro Tull,"Progressive rock, classic rock, rock, 70s, jethro tull",track
Hung Up,"Vogel,James Stefano","pop, dance, female vocalists, 80s, electronic",artist
Dust In The Wind,SRNDE,"goa, psy",artist
Me and Bobby McGee,Janis Joplin,"classic rock, 60s, blues, female vocalists, rock",track
Can't Get Enough - 2009 Remaster,Bad Company,"classic rock, rock, 70s, blues rock, hard rock",track
Smoke on the Water,Deep Purple,"classic rock, hard rock, rock, deep purple, 70s",track
Roundabout - 2003 Remaster,Yes,"Progressive rock, classic rock, 70s, rock, yes",track
Love Will Tear Us Apart - 2010 Remaster,Joy Division,"post-punk, new wave, 80s, alternative, Joy Division",track
Message In A Bottle - Remastered 2003,The Police,"rock, 80s, classic rock, new wave, pop",track
Creep,"Syrah,Pherick","german, female vocalist, brit rock, italian rock, rock toscano",artist
Paradise By the Dashboard Light,Meat Loaf,"classic rock, rock, Meat Loaf, 70s, rock opera",track
Feel like Makin' Love - 2015 Remaster,Bad Company,"classic rock, rock, 70s, blues rock, hard rock",track
Maggie May - Remastered Version,Rod Stewart,"classic rock, 70s, rod stewart, rock, pop",track
Brown Sugar - Remastered 2009,The Rolling Stones,"classic rock, rock, 70s, the rolling stones, british",track
Smile,"EMOCA,Josiah Nichols,Artesa",,none
"Another Brick in the Wall, Pt. 1",Pink Floyd,"Progressive rock, classic rock, Psychedelic Rock, rock, 70s",track
"Another Brick in the Wall, Pt. 2",Pink Floyd,"classic rock, Progressive rock, rock, Psychedelic Rock, Pink Floyd",track
Blitzkrieg Bop - 2016 Remaster,Ramones,"punk, punk rock, 70s, rock, classic rock",track
Whatever You Like,"Saimöö,Kevin Kairouz","rnb, soul, male vocalists, urban, trey songz",artist
Love Of My Life - Remastered 2011,Queen,"classic rock, rock, Queen, 70s, Love",track
Ain't No Sunshine,"Saxena,ENROSA","soul, funk, New Orleans, rhythm and blues, blues",artist
Who'll Stop The Rain,Creedence Clearwater Revival,"classic rock, rock, Southern Rock, 70s, 60s",track
She Will Be Loved,"Maggie Szabo,DANZR","deep house, Chill House",track
Just What I Needed,The Cars,"new wave, 80s, rock, classic rock, pop",track
Losing My Religion,"Wontu,Anika,Mati Troglia,Loren Aronov","german, pop, female vocalists, Girl Groups, dance",artist
Never Enough,"Edward Maya,Foínix,Jake Neumar,Harmless Night","electronic, dance, House, trance, Romanian",artist
All the Young Dudes,Mott The Hoople,"classic rock, 70s, rock, glam rock, Soundtrack",track
Crush,Maggie Szabo,"House, deep house",track
Let's Get It On,Marvin Gaye,"soul, motown, 70s, sexy, oldies",track
Two Out of Three Ain't Bad,Meat Loaf,"classic rock, rock, 70s, Meat Loaf, hard rock",track
Time in a Bottle,Jim Croce,"70s, folk, singer-songwriter, classic rock, acoustic",track
If You Don't Know Me by Now (feat. Teddy Pendergrass),"Harold Melvin & The Blue Notes,Teddy Pendergrass","70s, pop, soul, oldies, male vocalists",track
Let's Stay Together,Al Green,"soul, 70s, oldies, Love, Soundtrack",track
Any Way You Want It,"SRNDE,Lyssii","classic rock, rock, 80s, hard rock, Progressive rock",artist
(I Just) Died In Your Arms,"The Palm Tree Boy,Tyron Dixon,Deun","Soundtrack, 80s, dance, synth pop, cover",artist
Killing Me Softly With His Song,Roberta Flack,"soul, 70s, female vocalists, oldies, Roberta Flack",track
Without You - Remastered,Harry Nilsson,"70s, Ballad, pop, singer-songwriter, oldies",track
All By Myself,Eric Carmen,"70s, pop, Ballad, soft rock, oldies",track
She's Not There - Single Version,Santana,"classic rock, rock, santana, latin, Latin Rock",track
If,Bread,"soft rock, 70s, romantic, oldies, classic rock",track
It's Too Late,Carole King,"70s, female vocalists, singer-songwriter, Carole King, pop",track
Walking On A Dream,"BNHM,Feather,Levka Rey","House, beach house, Chill House, tropical house",track
I Can't Tell You Why - 2013 Remaster,Eagles,"classic rock, 70s, Eagles, soft rock, rock",track
Midnight Train to Georgia,Gladys Knight & The Pips,"soul, motown, 70s, female vocalists, oldies",track
You Are The Sunshine Of My Life,Stevie Wonder,"soul, 70s, motown, Stevie Wonder, funk",track
Babe,Styx,"classic rock, rock, 80s, soft rock, 70s",track
I Need You,"America,George Martin","70s, soft rock, classic rock, america, rock",track
Fernando,ABBA,"pop, 70s, abba, Disco, swedish",track
State Of The Nation,SRNDE,"new wave, electronic, post-punk, 80s, alternative",artist
Reminiscing - Remastered,Little River Band,"70s, classic rock, little river band, soft rock, rock",track
You've Got a Friend,James Taylor,"folk, singer-songwriter, 70s, james taylor, acoustic",track
Sailing,Rod Stewart,"classic rock, rock, soft rock, Ballad, rock ballad",track
Self Control,"Poul,Alberto Ciccarini,Alexia Di Lorenzo",,none
Best of My Love - Single Version,The Emotions,"Disco, 70s, soul, funk, female vocalists",track
You've Got a Friend,Carole King,"female vocalists, 70s, singer-songwriter, Carole King, pop",track
Telephone Line,Electric Light Orchestra,"classic rock, 70s, rock, Progressive rock, pop",track
Me and Mrs. Jones,Billy Paul,"soul, 70s, philly soul, billy paul, Love",track
Blame It on the Boogie,The Jacksons,"Disco, 70s, dance, funk, soul",track
Lady Marmalade - Single Version,LaBelle,"Disco, soul, 70s, funk, dance",track
"Once Bitten, Twice Shy",Ian Hunter,"rock, classic rock, 70s, singer-songwriter, Classic  Rock",track
Crazy On You,Heart,"classic rock, rock, female vocalists, 70s, 80s",track
I WILL SURVIVE,Gloria Gaynor,"Disco, 70s, dance, pop, female vocalists",track
Love Hurts - Single Edit,Nazareth,"classic rock, 70s, rock, rock ballad, rock ballads",track
Straight On,Heart,"classic rock, rock, 70s, female vocalists, heart",track
Stranglehold,Ted Nugent,"classic rock, hard rock, rock, 70s, guitar",track
Year of the Cat,Al Stewart,"70s, classic rock, soft rock, singer-songwriter, rock",track
A Horse with No Name - 2006 Remaster,"America,George Martin","classic rock, 70s, rock, soft rock, folk",track
I Shot The Sheriff,Eric Clapton,"classic rock, rock, 70s, reggae, blues",track
I Don't Want to Talk About It - 2008 Remaster,Rod Stewart,"classic rock, 70s, rock, soft rock, pop",track
Night Fever - 2009 Remastered Version,Bee Gees,"Disco, 70s, pop, dance, Soundtrack",track
Maybe I’m Amazed - Remastered 2011,Paul McCartney,"classic rock, pop rock, art rock, rock, singer-songwriter",track
Ten Feet Tall,"Kin Alura,Alberto Ciccarini,Poul","indie, singer-songwriter, australian, seen live, indie pop",artist
Living Next Door to Alice,Smokie,"70s, classic rock, oldies, rock, Smokie",track
Still the One,Orleans,"70s, classic rock, orleans, oldies, pop",track
Sara Smile,Daryl Hall & John Oates,"80s, pop, soft rock, classic rock, 70s",track
Stand!,The Jackson 5,"60s, pop, soul, catchy, motown",track
Who's Lovin' You,The Jackson 5,"soul, motown, 70s, michael jackson, pop",track
Old Time Rock & Roll,Bob Seger,"rock, classic rock, 80s, Rock and Roll, Bob Seger",track
Come and Get Your Love - Single Version,Redbone,"70s, classic rock, pop, Redbone, funk",track
Life's Been Good,Joe Walsh,"classic rock, rock, 70s, Joe Walsh, Southern Rock",track
Black Magic Woman,Fleetwood Mac,"classic rock, blues, blues rock, rock, Fleetwood Mac",track
Rainbow in the Sky,Patrick Lite,,none
Jessica,Allman Brothers Band,"classic rock, Southern Rock, instrumental, rock, 70s",track
Little Talks,Mahona,"electronic, alternative, indie, dance, dream pop",artist
Still The Same,Bob Seger,"classic rock, 70s, rock, soft rock, singer-songwriter",track
Fooled Around And Fell In Love,Elvin Bishop,"70s, classic rock, rock, pop, blues",track
(Find A) Reason To Believe,Rod Stewart,"classic rock, soft rock, rod stewart, piano, adult contemporary",track
I'd Love to Change the World - 2004 Remaster,Ten Years After,"classic rock, blues rock, 70s, ten years after, rock",track
Bargain,The Who,"classic rock, rock, 70s, hard rock, the who",track
Ramblin' Man,Allman Brothers Band,"Southern Rock, classic rock, 70s, rock, Supernatural",track
Jolene,"Garnic,RÆ,Flauna","south african, singer-songwriter, afrikaans, pop, folk",artist
Cold as Ice,Foreigner,"classic rock, rock, 80s, Foreigner, 70s",track
Walkin' The Dog,Aerosmith,"hard rock, classic rock, rock, 70s, blues rock",track
Mama Kin,Aerosmith,"hard rock, rock, classic rock, 70s, aerosmith",track
Big Ten Inch Record,Aerosmith,"rock, hard rock, classic rock, blues rock, 70s",track
Ain't No Sunshine,Michael Jackson,"soul, michael jackson, 70s, pop, cover",track
Geordie,"SRNDE,Lone Tusker","folk, singer-songwriter, female vocalists, 60s, classic rock",artist
You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,"classic rock, 70s, rock, bachman-turner overdrive, hard rock",track
Midnight Rider,Allman Brothers Band,"Southern Rock, classic rock, rock, blues rock, blues",track
Wasted Time - 2013 Remaster,Eagles,"classic rock, rock, Eagles, 70s, soft rock",track
"Cleanup Time - Stripped Down Mix, 2010",John Lennon,"rock, 80s, classic rock, pop, male vocalists",track
Voices,Cheap Trick,"classic rock, rock, 70s, how i met your mother, cheap trick",track
Dream Police,Cheap Trick,"classic rock, rock, 70s, power pop, cheap trick",track
Whatever You Want,Status Quo,"classic rock, rock, 70s, Status Quo, hard rock",track
Soldier of Fortune,Deep Purple,"classic rock, hard rock, rock, rock ballads, deep purple",track
Dreadlock Holiday,10cc,"reggae, 70s, classic rock, rock, pop",track
The Things We Do For Love,10cc,"70s, classic rock, rock, soft rock, pop",track
Good Morning Judge,10cc,"rock, 70s, classic rock, pop, Progressive rock",track
Fall in Philadelphia,"Daryl Hall & John Oates,Arif Mardin,Gene Paul","70s, Philadelphia, pop, rock, Blue-Eyed Soul",track
"World, Hold On","veranda life,XER,Charlie Arthur","soul, swedish, pop, seen live, svenskt",artist
Witchy Woman - 2013 Remaster,Eagles,"classic rock, 70s, rock, Eagles, country rock",track
Chug All Night - 2013 Remaster,Eagles,"classic rock, country rock, rock, country, 70s",track
Squeeze Box,The Who,"classic rock, rock, the who, 60s, british",track
Bat Out of Hell,Meat Loaf,"rock, classic rock, Meat Loaf, 70s, rock opera",track
Crippled Inside - Remastered 2010,John Lennon,"rock, classic rock, 70s, singer-songwriter, acoustic",track
The Great Gig In The Sky - 2011 Remastered Version,Pink Floyd,"Progressive rock, classic rock, Psychedelic Rock, rock, Pink Floyd",track
Breathe (In The Air) - 2011 Remastered Version,Pink Floyd,"Psychedelic Rock, Progressive rock, rock, art rock, Pink Floyd",track
Lola - 2020 Stereo Remaster,The Kinks,"classic rock, 60s, rock, british, oldies",track
Live And Let Die - 2018 Remaster,Wings,"classic rock, james bond, 70s, Soundtrack, rock",track
La Isla Bonita,"Saxena,El Puffin",,none
Lonely People,America,"70s, soft rock, classic rock, rock, folk rock",track
Lay Down Sally,Eric Clapton,"classic rock, rock, blues, blues rock, eric clapton",track
The Core,Eric Clapton,"rock, blues, classic rock, eric clapton, blues rock",track
Long Long Time,Linda Ronstadt,"female vocalists, 70s, soft rock, linda ronstadt, Ronstadt",track
Blue Bayou,Linda Ronstadt,"female vocalists, country, 70s, pop, oldies",track
We Don't Talk Anymore - 2001 Remaster,Cliff Richard,"pop, 70s, oldies, 80s, classic rock",track
Devil Woman - 2001 Remaster,Cliff Richard,"70s, pop, Cliff Richard, classic rock, rock",track
Sarah - Version 3,Thin Lizzy,"classic rock, hard rock, rock, soft rock, thin lizzy",track
Green Grass & High Tides,The Outlaws,"Southern Rock, classic rock, rock, 70s, rock band",track
25 or 6 to 4 - 2002 Remaster,Chicago,"classic rock, 70s, rock, chicago, brass",track
"Money, Money, Money",ABBA,"pop, 70s, abba, Disco, swedish",track
What You Got - Remastered 2010,John Lennon,"70s, classic rock, rock, singer-songwriter, john lennon",track
Moondance - 2013 Remaster,Van Morrison,"classic rock, jazz, singer-songwriter, 70s, rock",track
Doctor My Eyes,Jackson Browne,"classic rock, jackson browne, 70s, singer-songwriter, rock",track
Country Road - 2019 Remaster,James Taylor,"folk, james taylor, singer-songwriter, rock, folk rock",track
Jamming,Bob Marley & The Wailers,"reggae, roots reggae, Bob Marley, 70s, jamaican",track
The Gambler,Kenny Rogers,"country, kenny rogers, classic country, 70s, oldies",track
Follow You Follow Me - Remastered 2007,Genesis,"Progressive rock, classic rock, rock, genesis, pop",track
Chiquitita,ABBA,"pop, 70s, abba, Disco, swedish",track
You Are So Beautiful,Joe Cocker,"classic rock, romantic, Ballad, rock, Love",track
We've Only Just Begun,Carpenters,"70s, pop, easy listening, female vocalists, oldies",track
Ventura Highway,"America,George Martin","70s, classic rock, soft rock, rock, america",track
Young Americans - 2016 Remaster,David Bowie,"rock, classic rock, 70s, glam rock, pop",track
Proud Mary,Creedence Clearwater Revival,"classic rock, rock, 60s, Southern Rock, oldies",track
I Want You to Want Me,Cheap Trick,"classic rock, rock, 70s, 80s, power pop",track
Stand By Me - Remastered 2010,John Lennon,"classic rock, rock, john lennon, cover, 70s",track
Always On My Mind,Elvis Presley,"oldies, Elvis Presley, classic rock, rock n roll, rock",track
Sister Golden Hair,America,"70s, classic rock, soft rock, rock, america",track
What Is Life - 2014 Remaster,George Harrison,"classic rock, 70s, george harrison, rock, singer-songwriter",track
Instant Karma! (We All Shine On) - Remastered 2010,"John Lennon,Yoko Ono","classic rock, rock, 70s, singer-songwriter, pop",track
Photograph,Ringo Starr,"classic rock, 70s, beatles, ringo starr, rock",track
"I Want You to Want Me - Live at Nippon Budokan, Tokyo, JPN - April 1978",Cheap Trick,"classic rock, rock, 70s, 80s, power pop",track
Fly Like An Eagle,Steve Miller Band,"classic rock, 70s, rock, psychedelic, steve miller band",track
Show Me The Way - Live,Peter Frampton,"classic rock, 70s, rock, guitar, Peter Frampton",track
Moonlight Mile - 2009 Mix,The Rolling Stones,"classic rock, rock, 70s, the rolling stones, british",track
Sign on the Window,Bob Dylan,"folk, singer-songwriter, classic rock, 70s, Bob Dylan",track
Take It to the Limit - 2013 Remaster,Eagles,"classic rock, 70s, rock, Eagles, country rock",track
Young Lust - 2011 Remastered Version,Pink Floyd,"Progressive rock, classic rock, rock, Pink Floyd, Psychedelic Rock",track
Denis - Remastered,Blondie,"new wave, pop, 80s, female vocalists, rock",track
Kashmir - Remaster,Led Zeppelin,"classic rock, rock, hard rock, 70s, Led Zeppelin",track
Don't Stop - 2004 Remaster,Fleetwood Mac,"classic rock, 70s, rock, Fleetwood Mac, pop",track
"Knowing Me, Knowing You",ABBA,"pop, 70s, abba, Disco, swedish",track
Fat Bottomed Girls - 2011 Remaster,Queen,"classic rock, rock, Queen, 70s, glam rock",track
Detroit Rock City,KISS,"hard rock, classic rock, rock, kiss, glam rock",track
Tush - 2006 Remaster,ZZ Top,"classic rock, rock, blues rock, Southern Rock, hard rock",track
Seven Seas Of Rhye - Remastered 2011,Queen,"rock, classic rock, Queen, 70s, hard rock",track
Smokin',Boston,"classic rock, rock, hard rock, 70s, boston",track
Saturday in the Park - 2002 Remaster,Chicago,"classic rock, 70s, chicago, rock, pop",track
It Don't Come Easy,Ringo Starr,"classic rock, 70s, beatles, rock, ringo starr",track
Speed of Life - 2017 Remaster,David Bowie,"instrumental, rock, art rock, 70s, classic rock",track
"Shook Ones, Pt. II",Mobb Deep,"Hip-Hop, rap, Gangsta Rap, boom bap, MySpotigramBot",track
Till I Collapse,"Eminem,Nate Dogg","rap, Hip-Hop, Eminem, hip hop, hardcore rap",track
Still D.R.E.,"Dr. Dre,Snoop Dogg","Hip-Hop, rap, Gangsta Rap, dr dre, hip hop",track
Magnolia,Playboi Carti,"trap, MySpotigramBot, cloud rap, rap, Southern Hip Hop",track
C.R.E.A.M. (Cash Rules Everything Around Me),Wu-Tang Clan,"Hip-Hop, hip hop, dark",track
Lalala,"Y2K,bbno$","Hip-Hop, hip hop, rap, canada, rnb",track
Lethal,"Project North,Ja-P",,none
Wet Dreamz,J. Cole,"MySpotigramBot, hip hop, rap, j cole, Hip-Hop",track
Obsessed With You,Central Cee,"MySpotigramBot, rap, UK, UK rap, drill",track
All Eyez On Me (ft. Big Syke),"2Pac,Big Syke","MySpotigramBot, -1001819731063, breakdancing, -1001740215468, my scribbled",track
Another Day (feat. Mozzy),"hoodtrophy bino,Mozzy",,none
Nas Is Like,Nas,"Hip-Hop, rap, hip hop, dj premier, Nas",track
93 'Til Infinity,Souls Of Mischief,"Hip-Hop, hip hop, 90s, rap, classic",track
11:11,Yung Soto,,none
Real Muthaphuckkin' G's,Eazy-E,"Gangsta Rap, rap, Hip-Hop, old school, Eazy-E",track
California Love - Original Version,"2Pac,Roger,Dr. Dre","rap, Hip-Hop, 2pac, 90s, hip hop",track
Stuck In Da Booth,Fsb Trell,,none
No Diggity,"Blackstreet,Dr. Dre,Queen Pen","rnb, Hip-Hop, 90s, blackstreet, hip hop",track
Runnin',The Pharcyde,"hip hop, Hip-Hop, 90s, rap, underground hip-hop",track
Sound of da Police,KRS-One,"Hip-Hop, hip hop, rap, old school, hiphop",track
Leave,"Lil Shxwn,Yungeen Ace",,none
DON'T MATTER,"Kaiika,Cuuhraig","Hip-Hop, rnb, rap, hip hop, pop",artist
Solid (feat. Drake),"Young Stoner Life,Young Thug,Gunna,Drake","electro, trap, pop rap, Southern Hip Hop",track
Survival of the Fittest,Mobb Deep,"Hip-Hop, mobb deep, rap, new york, hip hop",track
Ruff Ryders' Anthem,DMX,"rap, hip hop, Gangsta Rap, Hip-Hop, dmx",track
Ain’t No Fun (If The Homies Can’t Have None),"Snoop Dogg,Nate Dogg,Warren G,Kurupt","metal, Hip-Hop, pop, rock, rap",track
Longest Time,"Precedence,Yakobie Slade",,none
Juicy - 2005 Remaster,The Notorious B.I.G.,"Hip-Hop, rap, hip hop, Biggie, classic",track
When I B On Tha Mic,Rakim,"Hip-Hop, rap, hip hop, old school, dj premier",track
Fu-Gee-La,"Fugees,Ms. Lauryn Hill,Wyclef Jean,Pras","Hip-Hop, hip hop, 90s, rap, rnb",track
Freedom,Doc Botwin,,none
Anotha One (feat. A$AP Ferg),"Hunter,A$AP Ferg",,none
Supply And Demand,STFN,"Progressive rock, Progressive metal, art rock, Progressive, american",artist
Doja,Central Cee,"MySpotigramBot, UK hip hop, Trash, mid, UK rap",track
Ride With Me,"Saynave,Paulo and the Problems","alternative, indie, alternative rock, seen live, rock",artist
LIFESTYLE,"Paul James,Sweezy",,none
Invincible,Pop Smoke,"MySpotigramBot, Pop Smoke, -1001747063611, -1001190477876, -1001686404118",track
Chicken Change,D4WNATELLO,"south african, pop, african, afro-fusion, jazz",artist
Type,"Rodger D.,xBValentine",,none
23,NLE Choppa,"MySpotigramBot, -1001333387036",track
Hanging With Wolves,Lil Durk,"MySpotigramBot, -1001747063611, Hip-Hop, rap, trap",track
Street Dreams,Nas,"Hip-Hop, hip hop, rap, Nas, east coast rap",track
How It Goes,"Fsb Trell,2KBABY",,none
pushin P (feat. Young Thug),"Gunna,Future,Young Thug","MySpotigramBot, Hip-Hop, future, trap, memes",track
Walk Em Down (feat. Roddy Ricch),"NLE Choppa,Roddy Ricch","MySpotigramBot, hip hop, hype, trap, furry",track
P.I.M.P.,50 Cent,"rap, 50 Cent, Hip-Hop, Gangsta Rap, hip hop",track
Pain,"2Pac,Stretch","rap, Hip-Hop, Gangsta Rap, hip hop, 90s",track
CASUAL,Stt Laurentt,,none
Work,Gang Starr,"Hip-Hop, hip hop, rap, east coast rap, dj premier",track
Whoopty,CJ,"rap, hip hop, fun, trap, badass",track
Plug Walk,Rich The Kid,"rap, trap, plugg, Hip-Hop, hip hop",track
BAKU,King Kxmi,"chanson francaise, french, nouvelle scene francaise, Gypsy, klezmer",artist
We Wanna Party - Radio Edit,Meta Big C,"Hip-Hop, rap, old school, hip hop, old skool",artist
Knife Talk (with 21 Savage ft. Project Pat),"Drake,21 Savage,Project Pat","MySpotigramBot, trap, Drake, project pat, 21 savage",track
Venom - Music From The Motion Picture,Eminem,"rap, Soundtrack, Hip-Hop, hip hop, 10s",track
Better Recognise,SLXCK,,none
King Kong,LJS Music Group Presents SJ The Artist,,none
Look At Me!,XXXTENTACION,"trap, Hip-Hop, MySpotigramBot, Trap Metal, hip hop",track
Gin and Juice,Snoop Dogg,"rap, Hip-Hop, Gangsta Rap, hip hop, 90s",track
The World Is So Cold,"IZZY MEOCK,Verbal Essence","rnb, soul, Hip-Hop, 90s, Ginuwine",artist
Get Money (feat. Junior M.A.F.I.A.) - 2007 Remaster,"The Notorious B.I.G.,Junior M.A.F.I.A.","Hip-Hop, rap, Gangsta Rap, east coast rap, hip hop",artist
Magic In Motion,"Noa James,No Limit Kid","singer-songwriter, female vocalists, french, seen live, indie",artist
"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)","Raekwon,Ghostface Killah,Method Man,Cappadonna","rap, Hip-Hop, Wu-Tang Clan, wu-tang, 90's",track
Electric Relaxation,A Tribe Called Quest,"Hip-Hop, hip hop, 90s, rap, chill",track
Never Worried,Geechi The Goblin,"hardcore, Gabber, hardcore techno, electronic, dutch",artist
I Been On,Commma,,none
Ultimate,Denzel Curry,"rap, Southern Hip Hop, Hip-Hop, hip hop, trap",track
OOOUUU,Young M.A,"2016, rap, female vocalists, Love, sex",track
Hypnotize - 2014 Remaster,The Notorious B.I.G.,"rap, Hip-Hop, hip hop, Gangsta Rap, notorious big",track
Early Morning,Jared Royal,"britpop, indie, british, alternative, genius",artist
LIQUID GOLD (24k-dense),Pyrotic-K,,none
Both (feat. Drake),"Gucci Mane,Drake","rap, trap, MySpotigramBot, Hip-Hop, canada",track
Freaks,"P.A.B,Winzä,Masta Killa","Hip-Hop, rap, hip hop, seen live, underground hip-hop",artist
We Made It,"Stuboi2000,Twista",,none
