Song,Artist,Popularity,BPM,Dance,Energy,Acoustic,Happy,Loud,Camelot,Genre,Subgenre,Clean_Lyrics,Power,sqrt_Acoustic,sqrt_BPM
I Fought the Law,The Clash,0.525,0.6,0.49411764705882355,0.894736842105263,0.010101010101010102,0.8947368421052632,0.76,10B,rock,rock,breakin rock hot sun fight law anda law fight law anda law need money cause none fight law anda law fight law anda law leave baby feel bad guess race run good girl ever fight law anda law fight law anda robbin people sixgun fight law anda law fight law anda law lose girl lose fun fight law anda law fight law anda law leave baby feel bad guess race run good girl ever fight law anda law fight law anda fight law anda law fight law anda law fight law anda law fight law anda law fight law anda law fight law anda law fight law anda law fight law anda,0.42028985507246386,0.10050378152592121,0.6780925782826617
Fire and Rain,James Taylor,0.4375,0.1588235294117647,0.5882352941176471,0.3157894736842105,0.5050505050505051,0.3473684210526316,0.48,7B,folk,folk,yesterday morning let know go suzanne plan make put end walk morning write song remember send see fire see rain see sunny day think would never end see lonely time could find friend always think see look upon jesus get help make stand get see another day bodys aching time hand make way oh see fire see rain see sunny day think would never end see lonely time could find friend always think see walk mind easy time back turn towards sun lord know cold wind blow turn head around well hour time telephone line talk thing come sweet dream fly machine piece ground oh see fire see rain see sunny day think would never end see lonely time could find friend always think see baby one time think see one time thing come way time around think see think see fire rain,0.5652173913043479,0.7106690545187014,0.22026866166993742
Shatter,Maggie Rogers,0.4625,0.5941176470588235,0.5411764705882353,0.8421052631578947,0.10101010101010102,0.5684210526315789,0.9600000000000001,11B,rock,rock 80s,mmm come oxygen world something change see street light strange face feel like sweet good ever oh take back sixteen dance like attack really care nearly kill give world ask could break glass watch shatter anything feel right alright alright see tooth tightness smile creep backdoor play pretend break cry feel lik cause wish something nver go back sixteen fly like never collapse really care nearly kill give world ask could break glass watch shatter anything feel really care nearly kill feel fist like time move quick give glass watch shatter anything feel right alright know people everywhere injustice lip open wound bleed hip lie tell scared scared scared scared scared scared get anger trap deep inside start burn summer hero die wish could hear new bowie oh yeah really care nearly kill give world ask could break glass watch shatter anything feel really care nearly kill give world want feel fist time shatter anything feel anything feel anything feel,0.89648033126294,0.31782086308186414,0.6728664146628742
DEEPER,PARTYNEXTDOOR,0.7125,0.3058823529411765,0.3764705882352941,0.5052631578947369,0.10101010101010102,0.30526315789473685,0.76,6A,alternative,alternative rnb,hold cause maybe doin wrong hold baby sit put ass palm trust arm tonight oh yeah yeah yeah worried bout pride rather get right wrong tonight okay oh yeah get thinkin deeply deeply deeply deeply deeply deep like night night night night watch hit 42 like sprite oh nigga know doin tell keep quiet since know desire like shit love fuck back wanna see face right right know hittin nothin cause comin place right right tryna let shit go ill let 6k month stay downtown tryna keep around babe love refound get reboundin wanna favorite oh let reconnect jet way island yeah give second get ready right back action tryna practice preachin baby hold cause maybe doin wrong hold baby sit put ass palm trust arm tonight yeah oh yeah yeah yeah worried bout pride worried bout pride rather get right rather get right wrong tonight wrong tonight get thinkin deeply deeply deeply deeply deeply deeply deep like night night,0.6884057971014493,0.31782086308186414,0.39107745234538993
The Painter,Cody Johnson,0.6125,0.28823529411764703,0.47058823529411764,0.6947368421052631,0.04040404040404041,0.24210526315789477,0.8,10B,country,country,talk future like flippin magazine find beauty throw away break thing get excited crazy dream get every sunset ever see memorized save away rainy day stormy night sky bright lookin eye remember life come picture bring beauty missin show color ever see take chance every wall build see canvas thank god every day make life black white painter remind late start fine good need blue every live long without reckless touch remember life come picture bring beauty missin show color ever see take chance every wall build see canvas thank god every day make life black white painter remember life come picture bring beauty missin show color ever see take chance every wall build see canvas thank god every day make life black white painter painter,0.6314699792960663,0.20100756305184242,0.3717945364872641
I Get Lonely,Drake,0.5,0.18823529411764706,0.43529411764705883,0.47368421052631576,0.7171717171717172,0.6947368421052632,0.68,10A,rnb,rnb,wait long many day since january still sit alone already say get email today kind thought forgot wanna hit back say like get lonely baby could really get know take time show tell anybody get lonely take another place ill face face rule like get lonely ooh ooh oh oh oh oh oh oh like get lonely ooh ooh oh oh oh oh oh oh like get lonely ready get get love call steady hope like long ill friend let wanna come strong cause many people wanna get know get like get lonely baby could really get know take time show tell anybody get lonely take another place ill face face rule like get lonely ooh ooh oh oh oh oh oh oh like get lonely ooh ooh oh oh oh oh oh oh like get lonely ha ha ha ha ha ha ha ha ha ha ha ha get lonely ha ha ha ha ha ha ha ha ha ha ha ha baby could really get know take time show tell anybody get lonely take another place ill face face rule like get lonely ooh ooh oh oh oh oh oh oh like get lonely ooh ooh oh oh oh oh oh oh like get lonely get lonely get lonely like,0.6066252587991718,0.8468599159080074,0.25645468925822046
goosebumps,Travis Scott,0.8375000000000001,0.4764705882352941,0.8588235294117648,0.7157894736842105,0.08080808080808081,0.42105263157894735,0.92,9B,hip hop,hip hop,yeah 730 night yeah ooh ooh get goosebump every time yeah come around yeah ease mind make everything feel fine worried bout comment way numb yeah way dumb yeah get goosebump every time need heimlich throw side yeah get goosebump every time yeah around straight throw side yeah light get goosebump every time yeah 713 281 yeah ridin flyin sippin lowkey sippin lowkey onyx rider rider pullin right beside ya pop star lil mariah text cute game wildness throw stack bible never snapchat take molly fall plenty ginnie yeah top floor right doheny yeah oh fuck yeah squad wrong yeah saucin city get misinformed yeah gon pull brr brr brr yeah gon thing thing relate yeah cause place place stay oh go oh know oh back fuck brr brr brr get goosebump every time yeah come around yeah ease mind make everything feel fine worried bout comment way numb yeah way dumb yeah get goosebump every time need heimlich throw side yeah get goosebump every time yeah around throw side yeah get goosebump every time uh want press like yeah wanna press want green light wanna like wanna press line yeah wanna take ride yeah go press line want green light wanna like wanna press mama dear spare feeling relivin moment peelin residual buy buildin burn buildin take bitch rebuild buildin fuck justify love ya touch sky god stop debate war put pussy pedestal ayy put pussy high horse pussy die pussy die peter piper pick pepper could pick brain put heart together depart shady part party hard diamond coupe forever good shot might shoot forever like brr get goosebump every time yeah come around yeah ease mind make everything feel fine worried bout comment way numb yeah way dumb yeah get goosebump every time need heimlich throw side yeah get goosebump every time yeah around throw side yeah get goosebump every time,0.8457556935817806,0.2842676218074806,0.5644252593145227
Mr. Jones,Counting Crows,0.8,0.5470588235294118,0.5529411764705883,0.8105263157894738,0.18181818181818182,0.7368421052631579,0.76,8B,alternative,alternative rock,shalalala lalala mm uhhuh new amsterdam stare yellowhaire girl mr jones strike conversation blackhaired flamenco dancer know dance father play guitar suddenly beautiful want something beautiful man wish beautiful come dance silence morning shalalalala lalalala yeah uhhuh yeah cut maria show spanish dance pass bottle mr jones believe help believe anything cause wanna someone believe yeah mr jones tell fairy tale stare beautiful woman look oh look smile bright light come stereo everybody love never lonely well gon paint picture paint blue red black gray beautiful color meaningful yeah well know gray favorite color feel symbolic yesterday know picasso would buy gray guitar play mr jones look future yeah stare beautiful woman look think look stand spotlight buy gray guitar everybody love never lonely never lonely say never go lonely wanna lion yeah everybody wanna pass cat wanna big big star yeah get different reason believe cause believe anything wanna someone believe believe believe yeah mr jones stumble barrio yeah stare beautiful woman perfect man get somebody wanna bob dylan mr jones wish someone little funky everybody love oh son funky mr jones stare video look television wanna see stare right back wanna big star know know everybody love wanna happy mr jones go big star,0.4782608695652174,0.42640143271122083,0.6304137483564367
Apologize,"Timbaland,OneRepublic",0.7125,0.40588235294117647,0.6470588235294118,0.5789473684210527,0.04040404040404041,0.05263157894736842,0.8,4B,rnb,rnb,aye aye aye aye aye aye holdin rope get ten foot ground hearin say make sound aye aye aye tell need go cut wait tell sorry think turn around say late apologize late aye aye aye say late apologize late aye aye aye yeah aye aye aye take another chance take fall take shot oh need like heart need beat nothin new yeah yeah love fire red turnin blue say sorry like angel heaven let think afraid late apologize late aye aye aye say late apologize late aye aye aye woahoohoh aye aye aye aye aye aye late apologize late aye aye aye say late apologize late aye aye aye say late apologize yeah aye aye aye say late apologize yeah holdin rope get ten foot ground,0.6997929606625259,0.20100756305184242,0.4953140852717337
Still The Same,Bob Seger,0.65,0.3941176470588236,0.7058823529411765,0.7578947368421052,0.4141414141414142,0.5578947368421052,0.76,8B,rock,rock 70s,always every time place bet still damn good one get yet every time sure catch quick think turn back walk always say card would never wrong trick say never play game long gambler share risk would take loss could forsake bluff could fake still catch yesterday still still moving game game one stand way turn charm long enough get still still still still aim high still still still still stand everybody watch play turn walk away nothing leave say cause still still baby babe still still still baby babe still moving game game still baby babe still thing never change still baby babe still oh still still baby babe still still still baby babe still,0.5144927536231885,0.6435381994422819,0.4834593548142123
Jerk It Out,Caesars,0.6875,0.5,0.5529411764705883,0.9789473684210526,0.020202020202020204,0.8736842105263157,0.92,1A,indie,indie rock,wind put start watch go ill runnin circle around soon know little offcenter tune kickin along avenue alright cause easy know stop already begin feel runnin bone jerk jerk shut hush mouth hear talk loud hear nothing cause get head cloud bite anything chew chase car avenue okay cause easy know stop already begin feel runnin bone jerk cause easy know stop already begin feel runnin bone jerk jerk jerk get jerk oh baby know really get jerk jerk oh baby know really get jerk jerk oh baby know really get jerk,0.7681159420289856,0.1421338109037403,0.5867474155006827
Somebody To Love - Remastered 2011,Queen,0.7125,0.3529411764705882,0.35294117647058826,0.6842105263157894,0.19191919191919193,0.3157894736842105,0.76,4B,rock,rock 70s,anybody find somebody love ooh morning get die little barely stand foot take look take look mirror cry mirror cry yeah yeah lord spend year believe get relief lord somebody somebody ooh somebody somebody anybody find somebody love yeah work hard work hard every day life work til ache bone end end day take home hardearne pay go home go home get knee knee start pray praise lord til tear run eye lord somebody somebody ooh somebody please anybody find somebody love work hard everyday everyday try try try everybody want put say goin crazy say get lot water brain get common sense get get nobody leave believe ooh lord ooh somebody ooh somebody anybody find somebody love anybody find someone love get feel get rhythm keep lose beat keep lose lose okay alright alright alright go face defeat yeah yeah get get prison cell someday go free lord find somebody love find somebody love find somebody love find somebody love find somebody love find somebody love find somebody love find somebody love find somebody love find somebody love somebody somebody somebody somebody somebody find somebody find somebody love anybody find somebody love find somebody love ooh find somebody love every somebody find somebody love somebody somebody somebody love find somebody love find find find find find somebody love find somebody love ooh find somebody love somebody find find somebody love find somebody love anybody anywhere anybody find somebody love find find find,0.5652173913043479,0.4380858271151807,0.44114136834784423
Dancin’ In The Country,Tyler Hubbard,0.5375000000000001,0.3882352941176471,0.6470588235294118,0.8631578947368421,0.0,0.5368421052631579,0.8400000000000001,9B,country,country,neon light look good good get room move room move need space know place outside town ever close never close yeah twostep put boot baby girl cut little loose move move aw yeah ill take dancin country levi low beam spin red dirt sweep foot sun set silverado backbeat never wanna go home never wanna dancin country dancin country yeah go leave right leave makin wanna sway makin wanna play alabama jackson get round neck makin wanna stay makin wanna lie pasture yeah twostep put boot baby girl cut little loose move move aw yeah ill take dancin country levi low beam spin red dirt sweep foot sun set silverado backbeat never wanna go home never wanna dancin country dancin country oh yeah know feel heat watermelon summer get lucchese stompin like thunder yeah twostep put boot baby girl cut little loose move woo move aw yeah ill take dancin country levi low beam spin red dirt sweep foot oh yeah sun set silverado backbeat never wanna go home never wanna dancin country stop stop keep movin dancin country stop stop keep movin dancin country stop stop keep movin oh yeah dancin country stop stop keep movin oh dancin country let go,0.6221532091097309,0.0,0.47749366486335854
"Baby, I Love Your Way/Freebird",Will To Power,0.5,0.6,0.611764705882353,0.4105263157894737,0.020202020202020204,0.4736842105263158,0.56,9B,pop,pop 80s,shadow grow long eye move across page suddenly day turn night far away city hesitate cause love love wait oh ooh baby love way every day ooh wanna tell love way every day ooh wanna night day hey love way leave tomorrow would still remember must travel many place get see stay girl thing would cause free bird bird never change bird never change shadow grow long eye help firefly wonder power shine see pine hesitate cause love love wait ooh baby love way every day ooh wanna tell love way night day oh baby love way every day every day ooh wanna tell love way night day night day love way ooh baby love way cause free bird give way wanna tell love way free bird ooh baby love way ooh baby love way every day ooh wanna tell love way night day ooh baby love way every day every day ooh wanna tell love way night day night day oh ooh baby love way night day,0.5258799171842651,0.1421338109037403,0.6780925782826617
Collard Greens,"ScHoolboy Q,Kendrick Lamar",0.7375,0.6176470588235294,0.8470588235294118,0.5473684210526315,0.030303030303030304,0.6631578947368421,0.8400000000000001,1B,hip hop,hip hop,yeah yeah yeah uh uh yo yo oh oh luxury chidichingching could buy anything cop oh oh collard green three degree low make hot drop oh oh shit drink smoke get shit hey oh oh shit cop pop shit smoke drink straight liver watch tick yeah nigga gang rap xmas smoke shot deliver fade vegas might sponsor killer shake break hothot winter drop cop eye lock inner object rock blastblast new beginning lovely pinky remember fiendin give give give freak freckle face frenchy freakin swappin tongue click link spread bun lose denim make numb blow baby saddam ickyicky ickyicky fuckin car service thank car pool chromosome part full prolly norco gas arco poppin since intro shoppin window play favorite tempo oh oh luxury chidichingching could buy anything cop oh oh collard green three degree low make hot drop oh oh shit drink smoke get shit hey oh oh shit cop pop shit hold biatch yo favorite song translation ven aqu mami ese culo quiere coger mis huevos papi desespero chuparse puto pendejo el pinche cabrn let get night like knight like sword hand fight like man god bitch touch en garde toupe drop two tit pop tank top bra say doodoodoodoo bitch k dot want give owe fact know miss way floor focused know houston partner drop four focus slow woo woo alright let blow bitch famous blame cash mirror hang penthouse roof skyline clear watch optic poppin look weird pop top 105 head power steerin ah oh oh luxury chidichingching could buy anything cop oh oh collard green three degree low make hot drop oh oh shit drink smoke get shit hey oh oh shit cop pop shit bummy nigga famous straight bottom break niggas hate still never rob gun basement problem kush fragrance love marijuana function fire burn roof mothafucka psych ward ballin go craze like weed steady blowin pass blunt momma run family puffpuff keep nigga fiendin fade fade fade right shot glass super size gon get dick tonight meet w westside stick southside ickyicky ickyicky baller futuristic groovy gangsta attitude niggas make year spend daughter shoe smokin weed drinkin college student lovin q gon turn neighbor wanna party oh oh luxury chidichingching could buy anything cop oh oh collard green three degree low make hot drop oh oh shit drink smoke get shit hey oh oh shit cop pop shit ayy oh oh oh,0.7774327122153211,0.17407765595569782,0.693668086935485
BUTTERFLY EFFECT,Travis Scott,0.8,0.5411764705882353,0.7647058823529411,0.6105263157894736,0.05050505050505051,0.16842105263157892,0.8,1B,hip hop,hip hop,commas murda beat nice ooh hmm life change change hide hill deep main main mms sweet like candy cane cane drop top pop let bang pop pop life change hill deep main mms sweet like candy cane drop top pop let bang pop pop drop top play hide seek yeah jump inside jump straight league league take sip feel lit freeway nothin free straight bend law bend lane skrrt skrrt bustin bill still nothin change skrrt skrrt skrrt skrrt mob soon rock chain skrrt skrrt mob catch wave thumbin braid alright heatin baby heatin lit need love need must yeah feelin stick know keep yeah yeah icy love icy like hockey puck alright life change change hide hill deep main main mms sweet like candy cane cane drop top pop let bang pop pop life change hidden hill deep main yeah yeah mms sweet like candy cane drop top pop let bang one chain pile mantle yeah dawgs dawgs low creep right behind phantom light yeah never go never go dip set stay santana yeah run back turn light hit green lantern light alright yeah fly broad fly dawgs atlanta yeah cut medusa lie low yeah might yeah roll help calm movin high speed yeah send one need text back cause know need straight oh please oh oh movin movin time alright flexin flexin try exercise exercise exercise exercise exercise exercise exercise exercise exercise yeah yeah life life change change hide hill deep main main mms sweet like candy cane cane drop top pop let bang pop pop life change hidden hill deep main mms sweet like candy cane drop top pop let bang bang yeah,0.6811594202898552,0.22473328748774737,0.6250239426347874
Heartbeats,José González,0.5625,0.22941176470588232,0.5647058823529412,0.1368421052631579,0.98989898989899,0.2947368421052632,0.44000000000000006,5B,indie,indie,one night confuse one night speed truth promise make four hand away influence divine sense know say mind razor blade call hand lean would good enough one night magic rush start simple touch one night push scream relief ten day perfect hue color red blue promise make love call hand lean would good enough call hand lean would good enough know hand devil keep awake wolf tooth share different heartbeat one night call hand lean would good enough call hand lean would good enough,0.79296066252588,0.9949366763261821,0.30528770377360614
Pretty Heart,Parker McCollum,0.5,0.4882352941176471,0.5294117647058824,0.6631578947368422,0.010101010101010102,0.3684210526315789,0.88,9B,country,country,think bad guy know good golden inside love good could one drop ball get high let fall let good thing ever slip away say could like could break angel wing say stand like fencepost drive car say break pretty heart pretty heart drinkin like drunkard austin neon light burn smoke wonder anything right well wish could go back hang guess babe nothin dream say could like could break angel wing say stand like fencepost drive car say break pretty heart pretty heart say could like could break angel wing say stand like fencepost drive car say break pretty heart pretty heart pretty heart pretty heart,0.7908902691511388,0.10050378152592121,0.5756286160385191
Adult,Christian Leave,0.275,0.5294117647058824,0.7647058823529411,0.3894736842105263,0.5555555555555556,0.5684210526315789,0.64,5B,rock,rock,tell look away say see well day get could never get cause live time make time still fight around mom give know tell look away search well day get never feel way dealing problem give back tell look away search well day get never feel way dealing problem give back tell find peace time responsibility make feel fine woah develop mind responsibility care time woah tell look away search well day get never feel way dealing problem give back tell look away search well day get never feel way dealing problem give back tell look away search well day get never feel way dealing problem give back tell look away search well day get never feel way dealing problem give back,0.6376811594202899,0.7453559924999299,0.6141866849299382
Under Cover of Darkness,The Strokes,0.6125,0.8882352941176471,0.2823529411764706,0.7684210526315789,0.0,0.5894736842105263,0.92,1B,indie,indie rock,slip back whack good nightmare join army house phone still call wait get right live fight use get everything choose puppet string go way ill wait tired friend listen door want well long friend adversary ill wait get dress jump bed vest okay around town everybodys singe song ten year ill wait wait sacrifice life lie odd say million time say long adversary friend go way ill wait tired friend bang door get morning yell long friend adversary ill wait,0.8302277432712216,0.0,0.9158170860119941
Self Care,Mac Miller,0.7250000000000001,0.5470588235294118,0.48235294117647065,0.5157894736842106,0.37373737373737376,0.15789473684210525,0.72,3B,alternative,alternative rnb,check check check check check check mhm mhm okay mhm work work work work yeah yeah yeah yeah work work yeah yeah yeah work work dollar switch time zone know spendin night hitchhikin go could fly home eye close get kinda hard see surprise though could find hidin move foot glidin slide roll yep well climbin wall climbin wall yeah wall wall mm remember yes remember yes remember swear height tall yeah like september fall know medicine call yeah gimme gimme gimme feelin like hot enough melt yeah trust one even trust yeah love love nobody else yeah oohwoah tell take bullshit elsewhere yeah self care treatin right yeah hell yeah go alright gon alright switch time zone yeah know spendin night hitchhikin go could fly home eye close get kinda hard see surprise though could find yeah hidin move foot glidin slide yeah roll road see road see goin ooh yeah readin sign readin sign wow yeah yeah yeah losin losin losin mind yeah wow get fuck way okay must high play okay must nice light lovely life make yeah uh know feelin like family tree yeah woah mercede drive crazy speedin skrrt skrrt skrrt skrrt skrrt somebody save yeah oohwoah tell take bullshit elsewhere woah self care go good hell yeah lettin cooooooook switch time zone yeah know yeah spendin night hitchhikin go yeah could fly home yeah eye close get kinda hard see surprise though could find yeah hidin move foot glidin slide yeah roll know know know know yeah well know missin see lil different thinkin much get stick oblivion yeah yeah oblivion yeah yeah oblivion yeah yeah get time world chillin plus know beautiful feelin oblivion yeah yeah oblivion yeah yeah oblivion yeah yeah yeah okay ride around city come home yeah sun set quickly get slow yeah connect upload watch spin around spinnin round yeah let go travel unknown yeah play cool know fuck though yeah keep sayin love tell really really yeah let go back crib play 45 safe know still war outside spend night liquore morning high feel oblivion yeah yeah oblivion yeah yeah yeah yeah yeah yeah yeah oblivion yeah yeah oohooh oohooh get time world chillin plus know beautiful feelin oblivion yeah yeah oblivion yeah yeah oblivion yeah yeah,0.6252587991718428,0.6113406364191519,0.6304137483564367
Let Me Love You,Mario,0.7125,0.2705882352941177,0.6823529411764706,0.5684210526315789,0.18181818181818182,0.6210526315789474,0.72,6A,rnb,rnb,mmm ah mmm yeah mmm yeah yeah yeah mmm ah mmm yeah mmm yeah yeah baby get enjoy bein hurt know smell perfume makeup shirt believe story know lie bad stick around know man baby never worry bout comin home back every night doin right type woman deserve good thing fistful diamond hand full ring baby star wanna show let love let one give everything want need baby good love protection make selection show way love suppose baby let love love love love yeah listen true beautys description look good hurt dime plus 99 shame even know worth everywhere go stop stare cause bad show head toe control baby know man baby never worry bout comin home back every night doin right type woman deserve good thing fistful diamond hand full ring baby star wanna show let love let one give everything want need ooh baby good love protection make selection show way love suppose baby let deserve well girl oh know deserve well together girl baby whatever girl hey make thing let love let one let one give give everything want need everything need baby good love protection say everything make selection take baby show way love suppose oh baby let love let one give everything want need give everything good love protection make selection show way love suppose hey let love love let one give everything want need one everything need good love protection protection make selection selection baby show way love suppose yeah oh let love need baby,0.5838509316770186,0.42640143271122083,0.3522141450771099
Painkiller,Ruel,0.45000000000000007,0.47058823529411764,0.6705882352941177,0.37894736842105264,0.11111111111111112,0.43157894736842106,0.76,7B,pop,pop,painkiller mark ruel first release 2019 disregard release two acoustic cover track thinkin bout say february march respectively painkiller brain get bitter keep close keep close get front row seat parkside livin feel like one one billion teenage cynical really know point livin heart get break drivin road wait headon collision springtime funeral miss rather alone keep heartbreak headache doctor say diagnose shit day mistake ill fine ill fine cause painkiller brain get bitter keep close miserable take forever let brain get well keep close keep close window seat plane start leavin miss street knee bleedin homesick veteran leave bed oh lookin heartbreak headache doctor say diagnose shit day mistake ill fine ill fine cause painkiller brain get bitter keep close miserable take forever let brain get well keep close keep close please never leave cause barely holdin give reason keep breathin cause painkiller brain get bitter keep close miserable take forever let brain get well keep close oh woah keep close know hear close yeah close close,0.7753623188405798,0.3333333333333333,0.5587912627443525
I Wanna Be Sedated,Ramones,0.6125,0.6705882352941177,0.5294117647058824,0.9684210526315791,0.12121212121212122,0.9789473684210527,0.9600000000000001,1B,rock,rock 70s,twentytwentytwentyfour hour go wanna sedate nothin nowhere goho wanna sedate get airport put plane hurry hurry hurry go insane control finger control brain oh oh oh oh ho twentytwentytwentyfour hour go wanna sedate nothin nowhere goho wanna sedate put wheelchair get plane hurry hurry hurry go insane control finger control brain oh oh oh oh oh twentytwentytwentyfour hour go wanna sedate nothin nowhere goho wanna sedate put wheelchair get show hurry hurry hurry go loco control finger control toe oh oh oh oh ho twentytwentytwentyfour hour go wanna sedate nothin nowhere goho wanna sedate put wheelchair get show hurry hurry hurry go loco control finger control toe oh oh oh oh ho bah bah babah babah bah babah wanna sedate bah bah babah babah bah babah wanna sedate bah bah babah babah bah babah wanna sedate bah bah babah babah bah babah wanna sedate,0.8716356107660457,0.34815531191139565,0.73950573237204
Somewhere Down The Crazy River,Robbie Robertson,0.375,0.19411764705882356,0.5058823529411764,0.3263157894736842,0.06060606060606061,0.7578947368421053,0.32000000000000006,4A,rock,rock 80s,yeah see distant red neon shiver heat feel like stranger strange land know people play game night god hot sleep follow sound jukebox come levee sudden could hear somebody whistle right behind turn around say always end nick cafe say uh know wind kinda push way say hang rich catch blue train place never look somewhere crazy river somewhere crazy river ooh catch blue train way kokomo find somewhere crazy river somewhere crazy river take picture field empty abandon 59 chevy lay back seat listen little willie john yeah time stand still know think go go madam x let read mind say voodoo stuff nothing man clear destination man broad imagination fog mind stir soul find control ooh catch blue train place never look somewhere crazy river somewhere crazy river ooh catch blue train way kokomo find somewhere crazy river somewhere crazy river wait hear oh sure stir ghost say one thing get learn afraid say like like good say like learn love later spellbound fall trance spellbound fall trance give shiver chill fever give shiver give shiver spellbound spellbound spellbound somewhere crazy river somewhere crazy river,0.401656314699793,0.24618298195866545,0.2635565784534979
Mr. Tambourine Man,Bob Dylan,0.6125,0.7588235294117648,0.32941176470588235,0.2736842105263158,0.797979797979798,0.5789473684210527,0.44000000000000006,7B,folk,folk,hey mr tambourine man play song sleepy place go hey mr tambourine man play song jingle jangle mornin ill come followin though know evening empire return sand vanish hand leave blindly stand still sleep weariness amaze brand foot one meet ancient empty street dead dream hey mr tambourine man play song sleepy place go hey mr tambourine man play song jingle jangle mornin ill come followin take trip upon magic swirlin ship sense strip hand feel grip toe numb step wait boot heel wander ready go anywhere ready fade parade cast dancin spell way promise go hey mr tambourine man play song sleepy place go hey mr tambourine man play song jingle jangle mornin ill come followin though might hear laugh spinning swinge madly across sun aim anyone escape run sky fence face hear vague trace skip reel rhyme tambourine time ragged clown behind would pay mind shadow see chase hey mr tambourine man play song sleepy place go hey mr tambourine man play song jingle jangle mornin ill come followin take disappear smoke ring mind foggy ruin time far past frozen leave haunted frightened tree windy beach far twisted reach crazy sorrow yes dance beneath diamond sky one hand wave free silhouette sea circle circus sand memory fate drive deep beneath wave let forget today tomorrow hey mr tambourine man play song sleepy place go hey mr tambourine man play song jingle jangle mornin ill come followin,0.5910973084886129,0.8932971498777985,0.8131747434727714
Save Me,Aimee Mann,0.4750000000000001,0.5529411764705883,0.6,0.3157894736842105,0.6060606060606061,0.3263157894736842,0.64,6B,indie,indie,look like perfect fit girl need tourniquet save come save could save rank freak suspect could never love anyone cause tell know like long farewell hunger strike save come save could save rank freak suspect could never love anyone strike dumb like radium like peter pan superman come save cmon save could save rank freak suspect could never love anyone cept freak suspect could never love anyone freak suspect could never love anyone cmon save save could save rank freak suspect could never love anyone except freak suspect could never love anyone except freak could never love anyone,0.7101449275362319,0.778498944161523,0.6357846090666512
Diced Pineapples,"Rick Ross,Wale,Drake",0.5625,0.3647058823529412,0.47058823529411764,0.7263157894736842,0.3535353535353536,0.3684210526315789,0.8,10B,hip hop,hip hop,dice pineapple tonight shall reach height sky catch high form admiration connoisseur kinda sure admire taste sun graze ya tryin see deep believe shorty talk bout intimate conversation wanna see make reach thing unobtainable peek nature promise goal exceed physical pleasure wanna give well well well effort wetter treasure mere moment seem like heaven temporary forever shorty get together hah dice pineapple may love come mind might design imagination let redefine foreplay til need five tell shorty get baby baby hope progress baby let drip baby till stop shake talk baby talk baby shorty fine pussy fresh dice pineapple damn baby taste good nearly lose mind guess test sweep foot go buy ass lex pay cash never write check leave car crib stuntin ex pussys excellent know sound mess love make toe curl lickin flesh ugh sex night couple shot croc crib water get lebron block money thing baby welcome mob dice pineapple talk diamond jar bitch bad get wish could sing uniform isabel marant team double mg niggas fall baby girl wanna see well call crazy shit least call feel well let girl know easy get catch moment say cause mad take back fuck night til thing get right fuck night til thing get right aww yeah shorty fine pussy fresh dice pineapple buy girl set know lifestyle wild set know make smile sex pop bottle make love thug passion red bottoms moncler high fashion belt buckle door handle gold plate balmain rich denim vegas french riviera baby girl let take trip trip go canne france catch flick baby listen position blessing permission hopefully learn lesson ugh fly even walk fine even get talk dice pineapple talk diamond jar never write song know star call crazy shit least call feel well let girl know easy get catch moment say cause mad take back fuck night til thing get right fuck night til thing get right aww yeah something probably live without roll sour let kiss fountain mission accomplish increase heart rate ever rest meet peak mountain eager show think know eager work perfect employ designer shit spoil rub oil get high tree go climb sequoia hol show agent provocateur rush drawer though patiently get hate anxious though hate dull like go deep hate get deeply involved sweet sweet let see proof fuck make pussy talk like make sing tune need need room right try eat need spoon call crazy shit least call feel well let girl know easy get catch moment say cause mad take back fuck night til thing get right fuck night til thing get right aww yeah,0.6128364389233956,0.5945883900105632,0.45336749225625517
Numb / Encore,"JAY-Z,Linkin Park",0.7375,0.3411764705882353,0.6823529411764706,0.7789473684210526,0.06060606060606061,0.7578947368421053,0.88,10B,hip hop,hip hop,yeah thank thank thank far kind whoo ah uh whoo yeah ready whoo whoo whoo lets go get encore want cookin raw brooklyn boy one last time need roar uh uh uh uh yeah hell wait shall one last time nigga make noise get em jay know fresh hov riddle rest know lyrically none mirror back yeah hearin rap like hearin g rap prime young ho rap grateful dead bout take globe break bread boeing jets global express country blueberry still connect low yacht get triple deck young fuck expect yep yep grand openin grand closin goddamn man hov crack open gon find doper pen draw inspirationtion soon gon see replace himhim cheap imitation generation get encore want cookin raw brooklyn boy one last time need roar uh uh uh uh yeah hell wait shall one last time nigga make noise hell wait look make look make know pay due pay first come game try play drop couple hit look wave look wave marcy madison square thing matter matter year yeah fate would jay status appear alltime high perfect time say goodbye come back like jordan wearin 45 play game aim probably maim owe blowin smithereen cocksucker take one team need remember one thing one thing come see conquer record sale soldout concert motherfucker want encore need scream til lung get sore come tired want feel faithless lose surface know expect put pressure walk shoe catch undertow catch undertow every step take another mistake catch undertow catch undertow every second waste take become numb feel become tired much aware become want like less like become numb get encore want become numb one last time need roar one last time need roar,0.7453416149068324,0.24618298195866545,0.4288025541226481
