Artist,Song,Key,BPM,Camelot,Popularity,Energy,Danceability,Hapiness
Tiffany,I Think We're Alone Now,G Major,131,9B,74,72,75,94
Tim Linghaus,Drive Me Somewhere Nice,E♭ Major,178,5B,33,19,31,10
Tim Linghaus,We Will Never Come Back Here Again,C Minor,151,5A,27,17,59,40
Tim McGraw,Humble And Kind,B Major,101,1B,70,48,36,14
Tim Sanders,Do To Me,G Major,128,9B,74,81,82,67
"Timbaland, Katy Perry",If We Ever Meet Again (Featuring Katy Perry),A♭ Major,126,4B,69,61,65,39
"Timbaland, Keri Hilson, D.O.E.",The Way I Are,F# Major,115,2B,86,81,73,77
"Timmy Trumpet, Savage",Freaks,E Major,128,12B,76,97,89,75
TINI,Cupido,A Major,120,11B,71,58,91,63
TLC,No Scrubs - Re-Mastered Version,A♭ Minor,93,1A,21,87,75,66
Tokyo Police Club,Be Good,C# Minor,109,12A,21,97,49,72
Tokyo Police Club,Bambi,C# Minor,140,12A,46,85,62,79
Tom Odell,Black Friday,F# Major,165,2B,76,20,48,20
Tom Odell,Grow Old with Me,G Major,146,9B,23,60,50,38
Tom Petty,Free Fallin',F Major,84,7B,80,45,62,57
Tom Petty,Runnin' Down A Dream,A Major,170,11B,72,96,47,72
Tom Petty and the Heartbreakers,Mary Jane's Last Dance,G Minor,170,6A,80,65,46,53
Tom Petty and the Heartbreakers,Learning To Fly,C Major,117,8B,75,77,65,95
Tom Rosenthal,Go Solo,C# Major,78,3B,68,9,59,21
Tommy James & The Shondells,I Think We're Alone Now - Single Version,B Minor,132,10A,59,42,78,72
Tones And I,Can't Be Happy All The Time,G Major,82,9B,37,24,46,25
Tones And I,Westside Lobby,G Major,98,9B,36,65,83,57
Tones And I,Dreaming,A Minor,90,8A,39,61,67,33
Tones And I,Fly Away - RIP King T,E Major,120,12B,30,37,80,26
Tony Igy,Roscoe’s (Shout Louder),F# Minor,126,11A,15,65,70,50
TOOL,The Pot,G Major,107,9B,73,79,47,47
TOOL,Lateralus,C Major,173,8B,67,68,39,37
"Toosii, 21 Savage",Pull Up (feat. 21 Savage),C# Major,125,3B,61,52,93,48
"Topic, A7S",Breaking Me,A♭ Minor,122,1A,76,72,79,66
Toploader,Dancing in the Moonlight,B♭ Major,119,6B,82,86,63,87
Tory Lanez,Lavender Sunflower,E Minor,89,9A,77,74,61,96
TOTO,Africa,A Major,93,11B,89,37,67,73
TOTO,Rosanna,G Minor,81,6A,77,51,37,74
Train,"Save Me, San Francisco",D Major,112,10B,49,94,64,89
Train,Drops of Jupiter (Tell Me),C Major,79,8B,84,64,48,50
Travis Scott,GOD'S COUNTRY,D Major,150,10B,67,65,62,14
Travis Scott,lose,G Minor,126,6A,61,56,83,28
Travis Scott,Quintana Pt. 2,A Major,116,11B,63,60,40,8
Travis Scott,A-Team,G Minor,128,6A,60,53,63,17
Travis Scott,WAKE UP,B Minor,149,10A,68,65,74,49
Travis Scott,HYAENA,A♭ Major,97,4B,72,75,61,46
Treaty Oak Revival,Fishnets,F Major,160,7B,73,95,45,49
Treaty Oak Revival,Bad State of Mind,A Minor,173,8A,78,97,46,40
Treaty Oak Revival,I'm the Worst,C Minor,154,5A,76,92,49,27
Treaty Oak Revival,In Between,E♭ Major,147,5B,77,95,50,28
Trevor Daniel,Falling,B♭ Minor,127,3A,77,43,79,24
Trevor Daniel,Past Life,E♭ Major,160,5B,46,63,58,55
Trevor Jones,Main Title,D Minor,93,7A,55,26,21,4
triflies,Cursed,B Minor,150,10A,59,49,68,10
Trippie Redd,The Grinch,A♭ Major,81,4B,73,50,72,18
Trippie Redd,Love Scars,A Minor,119,8A,70,61,65,26
Trippie Redd,Taking A Walk,C Minor,81,5A,73,53,76,32
"Trippie Redd, Juice WRLD",Matt Hardy 999,C# Major,79,3B,66,65,67,40
Troye Sivan,One Of Your Girls,B Minor,93,10A,77,65,64,80
Tucker Wetmore,Whatcha Think Is Gonna Happen?,E Minor,172,9A,63,76,48,41
Tucker Wetmore,Bad Luck Looks Good On Me,F# Major,90,2B,61,72,58,59
Tucker Wetmore,Wine Into Whiskey,B Major,150,1B,76,70,71,32
"Tujamo, Lukas Vane",Drop It,F Minor,126,4A,54,90,75,18
Turnpike Troubadours,Good Lord Lorrie,G Major,79,9B,65,65,56,58
TV On The Radio,Staring at the Sun,F Minor,120,4A,55,59,35,17
TV On The Radio,Wolf Like Me,G Major,176,9B,65,79,35,18
TV On The Radio,Will Do,D Minor,80,7A,59,86,56,42
Twenty One Pilots,Tear in My Heart,D Major,120,10B,79,63,66,45
Twenty One Pilots,Ride,F# Major,75,2B,86,71,65,57
Twenty One Pilots,The Judge,C Major,83,8B,66,80,42,59
Twenty One Pilots,House of Gold,C Major,115,8B,70,69,68,85
Twenty One Pilots,Stressed Out,E Minor,170,9A,86,64,73,65
TWICE,Talk that Talk,E♭ Minor,120,2A,59,91,77,77
TWICE,CHEER UP,F# Major,173,2B,54,89,55,51
Two Door Cinema Club,Something Good Can Work,C Major,120,8B,70,83,65,68
Two Feet,Go Fuck Yourself,F# Major,75,2B,74,33,77,29
"twocolors, Safri Duo, Chris de Sarandy",Cynical,B Major,130,1B,78,84,69,49
"TWXN, LL Clawz, 507KAZ",TELESCOPE,B♭ Major,130,6B,73,43,54,10
"Ty Dolla $ign, Post Malone",Spicy (feat. Post Malone),E Minor,100,9A,65,51,78,12
Tyga,Ice Cream Man,B♭ Major,144,6B,70,67,90,39
Tyga,Ayy Macarena,D Major,96,10B,68,63,82,71
Tyla,Bliss,A♭ Major,116,4B,75,72,70,50
Tyler Childers,Lady May,E♭ Major,81,5B,78,16,54,32
Tyler Childers,Feathered Indians,G Major,87,9B,82,57,54,88
Tyler Childers,Space and Time,G Major,173,9B,63,46,34,30
Tyler Childers,In Your Love,G Major,127,9B,69,41,53,24
Tyler Childers,Charleston Girl (Live),A♭ Major,177,4B,74,59,37,65
Tyler Childers,Way of the Triune God - Hallelujah Version,B♭ Major,79,6B,68,58,70,54
"Tyler, The Creator",BEST INTEREST,B Minor,98,10A,83,57,60,34
"Tyler, The Creator",GROUP B,F Minor,80,4A,57,72,54,36
"Tyler, The Creator",OKRA,C# Major,136,3B,59,57,59,44
U2,I Still Haven't Found What I'm Looking For,C# Major,101,3B,80,77,56,66
Unodavid,me again,C Minor,95,5A,41,62,76,68
USHER,Caught Up,F# Major,110,2B,69,81,82,81
USHER,U Remind Me,F# Major,94,2B,75,63,66,73
V,FRI(END)S,A♭ Major,53,4B,81,60,47,63
Vampire Weekend,A-Punk,D Major,175,10B,70,82,55,85
Vampire Weekend,Giving Up the Gun,A Major,134,11B,45,88,64,75
Vampire Weekend,Campus,G Major,163,9B,58,70,64,65
Van Halen,Ain't Talkin' 'Bout Love - 2015 Remaster,A♭ Minor,139,1A,74,94,52,71
Van Halen,Jump - 2015 Remaster,C Major,130,8B,80,84,57,80
Vance Joy,Mess Is Mine,G Major,108,9B,75,72,60,27
Vance Joy,Georgia,B Major,144,1B,71,66,39,40
Vancouver Sleep Clinic,Someone To Stay,C# Major,109,3B,76,47,44,24
Vanessa Carlton,A Thousand Miles,B Major,95,1B,80,83,56,27
"Vato Gonzalez, Scrufizzer",Bump & Grind (Bassline Riddim),C# Major,126,3B,48,88,85,61
vaultboy,everything sucks,F# Major,138,2B,67,37,76,65
vaultboy,i think i wanna text u,G Major,77,9B,57,42,45,22
Vedo,Dilemma (Remake),D Minor,83,7A,50,63,60,33
Velvet Revolver,Fall to Pieces,F# Major,133,2B,63,89,46,24
Vicetone,Catch Me,A Minor,126,8A,23,91,65,87
Vince Staples,ARE YOU WITH THAT?,C# Minor,126,12A,60,42,86,56
VIVIZ,Untie,G Minor,114,6A,53,60,62,65
"Vladimir Cauchemar, 6ix9ine",Aulos Reloaded,B Major,123,1B,52,80,80,53
Voicians,Disconnected,G Minor,175,6A,13,98,37,37
Voicians,Remember,A♭ Minor,175,1A,22,94,42,25
"VØJ, Narvent",Memory Reboot,A♭ Major,81,4B,67,89,47,46
Voyage,Align,D Major,182,10B,47,79,65,24
WALK THE MOON,Tightrope,C# Minor,162,12A,51,79,47,59
Wang Chung,Dance Hall Days,C Major,103,8B,71,59,66,54
Warren Zeiders,Pretty Little Poison,C# Major,112,3B,80,57,49,22
Warren Zeiders,Weeping Willow,C# Major,146,3B,69,69,46,30
Warren Zeiders,Relapse,C# Major,141,3B,78,75,57,39
"Warren Zeiders, Lanie Gardner",Love In Letting Go,B Major,84,1B,66,50,48,45
Washed Out,Amor Fati,A Major,101,11B,40,87,50,52
Waylon Wyatt,I'd Be Delighted,A Major,166,11B,70,38,40,22
Waylon Wyatt,Everything Under The Sun,F Minor,87,4A,69,50,58,42
"Waylon Wyatt, Willow Avalon",Smoke & Embers,G Major,125,9B,73,53,52,18
We The Kings,Friday Is Forever,B Minor,145,10A,31,86,49,66
Weezer,Island In The Sun,E Minor,115,9A,83,81,65,66
Weezer,Say It Ain't So - Original Mix,E♭ Major,152,5B,79,55,63,45
Weezer,Beverly Hills,F Major,88,7B,73,82,69,74
Whiskey Myers,Ballad Of A Southern Man,G Major,74,9B,68,53,61,38
Why Don't We,Chills,C# Major,163,3B,53,69,62,78
Wild Rivers,Thinking 'Bout Love,F Major,142,7B,73,32,73,39
"Will Smith, Dru Hill, Kool Moe Dee",Wild Wild West (feat. Dru Hill & Kool Mo Dee),B♭ Minor,107,3A,54,60,86,69
WILLIS,I Think I Like When It Rains,A Major,124,11B,21,46,62,27
"Winati, Moonshine, BELLMAN, Louise CS",Sweet Dreams (Are Made of This),A Minor,126,8A,53,65,82,18
Wings,Live And Let Die - 2018 Remaster,G Major,154,9B,67,38,39,12
Witchouse 40k,Bayonetta,E♭ Major,115,5B,51,61,80,21
"Wiz Khalifa, Swae Lee",Hopeless Romantic (feat. Swae Lee),A Minor,127,8A,69,48,88,55
"WizTheMc, bees & honey, Tyla",Show Me Love (with Tyla),F Minor,107,4A,86,74,67,21
Worthikids,Friends In Low Places,A Major,105,11B,46,56,47,46
Wtf? Zombies?,I Got the Power,E Minor,120,9A,11,97,58,74
Wyatt Flores,Please Don't Go,F# Minor,85,11A,76,55,68,49
X Ambassadors,Renegades,D Major,90,10B,79,86,53,53
XG,GRL GVNG,F# Major,131,2B,65,65,77,41
XXXTENTACION,Hope,A Minor,146,8A,85,46,59,23
XXXTENTACION,Jocelyn Flores,C Minor,134,5A,82,39,87,44
XXXTENTACION,Revenge,B Minor,140,10A,85,25,75,18
XXXTENTACION,Moonlight,A Minor,128,8A,84,54,92,71
"YADAH, Jaime Murrell","Oh, Moradora",A♭ Major,138,4B,33,83,75,86
Yann Tiersen,Atlantique Nord,E Minor,62,9A,46,12,18,12
Yatta Bandz,Don't Go,G Major,134,9B,60,42,86,37
Yazoo,Situation - 2008 Remaster,F# Major,119,2B,52,66,83,33
Yeah Yeah Yeahs,Way Out,G Major,117,9B,36,92,67,89
Yeah Yeah Yeahs,Honeybear,E Minor,120,9A,32,89,62,53
Yeah Yeah Yeahs,Mosquito,G Major,123,9B,35,72,53,32
Yeat,Talk,E Minor,140,9A,71,76,70,24
Yeat,Already Rich,C# Major,136,3B,71,80,77,22
"Yebba, A$AP Rocky",Far Away (feat. A$AP Rocky),F# Minor,88,11A,70,58,69,23
YENA,WICKED LOVE,B Minor,166,10A,52,79,59,95
"YENA, YUQI",Hate Rodrigo (Feat. YUQI),F# Minor,170,11A,55,96,61,78
YK Osiris,Leave Me On Read,G Major,78,9B,34,59,74,60
YNW Melly,City Girls,C Major,140,8B,68,69,63,38
Yot Club,japan,F Major,166,7B,64,82,64,37
Young M.A,PettyWap,F# Minor,83,11A,53,70,74,60
Young M.A,BIG,C Minor,85,5A,65,51,85,15
"Young Money, Drake",Trophies,C# Major,144,3B,73,69,74,28
"Young Nudy, Metro Boomin",John Wayne (feat. Metro Boomin),E Major,160,12B,60,64,79,61
"Young Nudy, Pi’erre Bourne, 21 Savage",Mister (feat. 21 Savage),C# Major,143,3B,51,58,77,26
Young the Giant,Cough Syrup,B Minor,129,10A,72,72,53,23
Young the Giant,Superposition,G Major,170,9B,70,70,59,43
Young the Giant,My Body - 2020 Remaster,B♭ Major,130,6B,62,90,49,53
Young the Giant,Mind Over Matter (Reprise),C Major,152,8B,78,49,39,30
"Young Thug, Lil Baby",Bad Bad Bad (feat. Lil Baby),F# Major,112,2B,82,60,97,89
YoungBoy Never Broke Again,Outside Today,B Minor,134,10A,66,67,85,6
"YSY A, Bhavi, Duki",SONIDO DEL AÑO,F Minor,174,4A,60,73,61,94
"Yung Bans, Juice WRLD",Round (feat. Juice WRLD),A♭ Major,144,4B,47,53,88,18
Yung Bleu,The Way You Rock,C# Major,87,3B,29,54,62,22
Yung Bleu,Know Who u Are,E Major,93,12B,28,44,57,36
"Yung Bleu, Noby",Come By At 12 (feat. NOBY),G Major,135,9B,41,56,79,48
"Yung Gwopp, Masked Wolf, Tyron Hapi",Star,F Major,78,7B,36,67,65,64
"Yungeen Ace, Spinabenz, FastMoney Goon, Whoppa Wit Da Choppa",Who I Smoke,B Major,100,1B,58,74,82,29
YUQI,FREAK,F Major,120,7B,41,82,81,81
Yusuf / Cat Stevens,Peace Train - Remastered 2021,C Major,82,8B,69,68,59,76
Yusuf / Cat Stevens,Wild World,C Major,153,8B,80,54,48,57
Zach Bryan,Something in the Orange,E Minor,175,9A,86,19,37,15
Zach Bryan,68 Fastback,G Major,162,9B,64,28,37,30
Zach Bryan,Deep Satin,A Minor,75,8A,67,70,51,37
Zach Bryan,Nine Ball,G Major,135,9B,82,66,60,38
Zach Bryan,Something in the Orange - Z&E's Version,G Major,110,9B,62,38,59,22
Zach Bryan,Condemned,F Major,126,7B,72,15,62,35
Zach Bryan,Blue,D Major,139,10B,66,47,60,41
Zach Hood,never knew a heart could break itself - acoustic,A Major,76,11B,50,39,50,34
Zach Top,There's the Sun,F Major,83,7B,70,45,64,25
Zach Top,Bad Luck,A Minor,176,8A,78,65,63,74
Zach Top,I Never Lie,E♭ Major,108,5B,85,64,78,52
Zara Larsson,Ruin My Life,B Major,125,1B,69,71,61,61
Zara Larsson,Pretty Ugly,C Minor,111,5A,72,67,77,52
"Zara Larsson, David Guetta",On My Love,B♭ Minor,123,3A,64,69,50,30
ZAYN,Talk To Me,F# Minor,103,11A,49,50,54,43
ZAYN,lUcOzAdE,G Major,100,9B,49,53,82,51
ZAYN,BeFoUr,E Minor,102,9A,57,63,68,19
"Zedd, Kehlani",Good Thing (with Kehlani),C# Minor,186,12A,66,56,69,57
"Zedd, Maren Morris, Grey",The Middle,G Major,107,9B,81,66,75,44
ZEROBASEONE,KILL THE ROMEO,B Minor,123,10A,49,93,70,76
ZEROBASEONE,Doctor! Doctor!,B♭ Major,88,6B,59,68,64,61
ZEROBASEONE,GOOD SO BAD,C# Major,110,3B,54,74,73,82
Ziggy Alberts,Runaway,F Major,110,7B,67,50,75,51
Zolik,Like a Brother,E♭ Major,184,5B,46,39,11,14
ZZ Top,La Grange (2005 Remaster),E Minor,162,9A,82,64,51,61
