Song,Artist,Popularity,BPM,Genres,Parent Genres,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Camelot,Artist_Clean,Song_Clean
Runaway Train (2022 Remaster),Soul Asylum,73,117,alternative rock,Rock,04:26,61,76,1,0,49,0,10,-6,C,4,8B,Soul Asylum,Runaway Train (2022 Remaster)
Ghosts in the Air,Jas Stewart,0,120,,,02:52,49,38,52,0,36,0,10,-9,A,3,11B,Jas Stewart,Ghosts in the Air
Pleasure and Pain,Amanda Aman,15,95,,,03:51,39,48,72,0,18,0,10,-9,F,4,7B,Amanda Aman,Pleasure and Pain
She's Like the Wind (feat. Wendy Fraser) - From  Dirty Dancing  Soundtrack,"Patrick Swayze,Wendy Fraser",71,125,,,03:52,59,33,26,0,22,0,10,-15,E minor,4,9A,Patrick Swayze,She's Like the Wind (feat. Wendy Fraser)
Angels,Robbie Williams,79,150,,,04:25,43,59,16,0,24,0,10,-6,E,4,12B,Robbie Williams,Angels
Umbra,Del/Ctrl,13,132,,,06:22,68,86,1,80,63,0,10,-9,G,4,9B,Del/Ctrl,Umbra
Just Like a Pill,P!nk,73,102,,,03:56,69,77,0,0,25,0,0,-5,A,4,11B,P!nk,Just Like a Pill
Th£ W0rld ¡s ¥orz,Ehwlos,11,71,,,03:06,58,60,24,0,43,40,10,-8,F#/G♭,4,2B,Ehwlos,Th£ W0rld ¡s ¥orz
To Be With You - 2021 Remastered,Mr. Big,69,83,glam metal,"Metal, Rock",03:28,69,28,36,0,48,0,10,-14,E,4,12B,Mr. Big,To Be With You
Another Go,Christel Golden,16,104,,,03:34,54,30,97,6,38,0,10,-13,C,4,8B,Christel Golden,Another Go
MMMBop,Hanson,71,105,,,04:28,68,94,0,0,62,0,0,-6,A,4,11B,Hanson,MMMBop
Binary Serenity,B3N&J8CUB,25,156,,,03:04,70,48,19,3,65,0,10,-13,A#/B♭ minor,4,3A,B3N&J8CUB,Binary Serenity
Tubthumping,Chumbawamba,73,101,,,04:38,35,88,13,0,61,10,30,-7,D,4,10B,Chumbawamba,Tubthumping
no te disculpes,Lui vega,15,81,,,03:10,87,53,22,0,71,30,10,-9,G#/A♭,4,4B,Lui vega,no te disculpes
When You're Gone,"Bryan Adams,Melanie C",71,125,,,03:24,55,93,0,0,64,0,10,-6,C,4,8B,Bryan Adams,When You're Gone
Free Fallin',Tom Petty,81,84,classic rock,Rock,04:16,62,45,21,0,57,0,0,-13,F,4,7B,Tom Petty,Free Fallin'
Princess without a crown,Jeremia,14,130,progressive metal,Metal,04:09,58,54,49,0,24,0,10,-6,G,4,9B,Jeremia,Princess without a crown
Champagne Stars and Nights,SmashLode,24,135,,,02:48,63,82,7,0,7,0,30,-10,F minor,4,4A,SmashLode,Champagne Stars and Nights
Everybody Hurts,R.E.M.,77,94,"jangle pop, alternative rock, rock","Rock, Pop",05:20,47,32,62,2,17,0,10,-10,D,3,10B,R.E.M.,Everybody Hurts
Close To You,Enoch Braxton,15,152,,,03:12,47,43,1,0,16,0,20,-12,B,3,1B,Enoch Braxton,Close To You
Innocence and Splendor,The Steve Klatt Project,17,132,progressive metal,Metal,04:18,51,96,0,3,46,0,30,-4,G,4,9B,The Steve Klatt Project,Innocence and Splendor
Wherever You Will Go,The Calling,81,112,pop rock,"Pop, Rock",03:28,56,72,4,0,37,0,10,-5,D,4,10B,The Calling,Wherever You Will Go
Gal Dem,Animal man,13,126,,,04:32,77,89,5,0,88,20,20,-7,C♯/D♭ minor,4,12A,Animal man,Gal Dem
Feel,Robbie Williams,80,98,,,04:23,60,73,1,0,30,0,10,-7,F,4,7B,Robbie Williams,Feel
Met Him at The Trail Ride,"SRJR Productions,Chay Crews",16,101,,,03:11,92,58,3,0,78,20,10,-8,G,4,9B,SRJR Productions,Met Him at The Trail Ride
Man in the Mirror - 2012 Remaster,Michael Jackson,66,100,,,05:18,81,81,52,0,27,0,10,-5,G#/A♭,4,4B,Michael Jackson,Man in the Mirror
Up Where We Belong - From  An Officer And A Gentleman ,"Joe Cocker,Jennifer Warnes",73,140,,,03:52,62,31,63,0,23,0,0,-12,D,4,10B,Joe Cocker,Up Where We Belong
Mack the Knife,Bobby Darin,65,83,"big band, adult standards, swing music, doo-wop","Easy Listening, Jazz, Pop, R&B",03:04,55,53,76,0,46,10,20,-12,D#/E♭ minor,4,2A,Bobby Darin,Mack the Knife
Everyday,"Buddy Holly,The Crickets",65,136,"rockabilly, rock and roll, doo-wop","Pop, R&B, Rock",02:09,75,22,58,0,50,0,10,-13,D#/E♭,4,5B,Buddy Holly,Everyday
I Got a Woman,Ray Charles,42,198,"jazz blues, soul, soul blues, blues, vocal jazz","Blues, Jazz, R&B",02:51,60,51,91,0,73,10,10,-6,A,4,11B,Ray Charles,I Got a Woman
Mannish Boy,Muddy Waters,66,111,"blues, classic blues, blues rock, jazz blues, soul blues","Blues, Rock, Jazz, R&B",05:21,60,74,44,0,62,10,60,-11,D,3,10B,Muddy Waters,Mannish Boy
Sh-Boom,The Chords,0,137,doo-wop,"Pop, R&B",02:27,67,47,79,0,90,0,10,-9,F,4,7B,The Chords,Sh-Boom
Breaking Up Is Hard to Do,Neil Sedaka,59,116,"doo-wop, adult standards","Easy Listening, Pop, R&B",02:19,74,80,70,0,97,0,0,-5,G#/A♭ minor,4,1A,Neil Sedaka,Breaking Up Is Hard to Do
Hit the Road Jack,Ray Charles,0,173,"jazz blues, soul, soul blues, blues, vocal jazz","Blues, Jazz, R&B",02:00,70,81,45,0,95,10,30,-6,G#/A♭ minor,4,1A,Ray Charles,Hit the Road Jack
Don't Be Cruel,Elvis Presley,56,85,"rockabilly, rock and roll",Rock,02:02,70,55,86,0,84,10,0,-11,D,4,10B,Elvis Presley,Don't Be Cruel
Bye Bye Love,The Everly Brothers,56,170,doo-wop,"Pop, R&B",02:22,55,52,72,0,89,0,10,-9,A,4,11B,The Everly Brothers,Bye Bye Love
Peggy Sue,"Buddy Holly,The Crickets",59,148,"rockabilly, rock and roll, doo-wop","Pop, R&B, Rock",02:30,68,42,95,0,49,0,10,-8,A,4,11B,Buddy Holly,Peggy Sue
Folsom Prison Blues,Johnny Cash,65,111,country,Country,02:35,69,53,19,8,78,0,20,-10,F,4,7B,Johnny Cash,Folsom Prison Blues
(We're Gonna) Rock Around The Clock - Single Version,Bill Haley & His Comets,44,179,"rockabilly, rock and roll, doo-wop","Pop, R&B, Rock",02:14,68,69,32,0,62,10,20,-12,G,4,9B,Bill Haley & His Comets,(We're Gonna) Rock Around The Clock
Earth Angel,The Penguins,27,73,doo-wop,"Pop, R&B",02:56,54,20,98,0,52,0,10,-12,G#/A♭,4,4B,The Penguins,Earth Angel
