Artist,Song,Key,BPM,Camelot,Popularity,Energy,Danceability,Hapiness,lyrics
Electric Light Orchestra,Mr. Blue Sky,B♭ Major,178,6B,82,34,39,48,"Morning! Today's forecast calls for blue skies

Sun is shinin' in the sky
There ain't a cloud in sight
It's stopped rainin'
Everybody's in a play
And don't you know
It's a beautiful new day
Hey-ey-hey

Runnin' down the avenue
See how the sun shines brightly
In the city
On the streets where once was pity
Mr. Blue Sky is living here today
Hey-ey-hey

Mr. Blue Sky
Please tell us why
You had to hide away for so long? (So long)
Where did we go wrong?
Mr. Blue Sky
Please tell us why
You had to hide away for so long (So long)
Where did we go wrong?


Hey, you, with the pretty face
Welcome to the human race
A celebration
Mr. Blue Sky's up there waitin'
And today
Is the day we've waited for
Ah-ah-ah

Oh, Mr. Blue Sky
Please tell us why
You had to hide away for so long? (So long)
Where did we go wrong?

Hey there, Mr. Blue
We're so pleased to be with you
Look around, see what you do
Everybody smiles at you
Hey there, Mr. Blue
We're so pleased to be with you
Look around, see what you do
Everybody smiles at you

Mr. Blue Sky
Mr. Blue Sky
Mr. Blue Sky-y

Mr. Blue, you did it right
But soon comes Mr. Night
Creepin' over, now his hand is on your shoulder
Never mind, I'll remember you this
I'll remember you this way

Mr. Blue Sky
Please tell us why
You had to hide away for so long? (So long)
Where did we go wrong?

Hey there, Mr. Blue (Sky)
We're so pleased to be with you (Sky)
Look around, see what you do (Blue)
Everybody smiles at you

Please turn me over"
Electric Light Orchestra,Last Train to London,G Major,121,9B,76,54,73,95,"It was 9:29
9:29, back street, big city
The sun was going down, there was music all around
It felt so right
It was one of those nights
One of those nights when you feel the world stop turnin'
You were standing there, there was music in the air
I should've been away, but I knew I had to stay

Last train to London, just headin' out
Last train to London, just leavin' town
But I really want tonight to last forever
I really wanna be with you
Let the music play on down the line tonight

It was one of those nights
One of those nights when you feel the fire is burnin'
Everybody was there, everybody to share
It was so right
There you were on your own
Lookin' like you were the only one around
I had to be with you, nothing else that I could do
I should've been away, but I knew I had to stay

Last train to London, just headin' out
Last train to London, just leavin' town
But I really want tonight to last forever
I really wanna be with you
Let the music play on down the line tonight


Underneath a starry sky
Time was still, but hours must really have rushed by
I didn't realize, but love was in your eyes
I really should've gone, but love went on and on

Last train to London, just headin' out
Last train to London (Last train to London), just leavin' town
But I really want tonight to last forever
I really wanna be with you
Let the music play on down the line tonight
But I really want tonight to last forever
I really wanna be with you
Let the music play on down the line tonight"
Electric Light Orchestra,Livin' Thing,C Major,123,8B,74,65,55,37,"ELO’s 1976 international hit.

ELO was known for their elaborate light shows – they had to live up to their title.
Sailin' away on the crest of a wave
It's like magic
Oh, rollin' and ridin' and slippin' and slidin'
It's magic

And you, and your sweet desire
You took me, oh
Higher and higher, baby

It's a livin' thing
It's a terrible thing to lose
It's a given thing
What a terrible thing to lose

(I'm takin' a dive)
(Dive)

Making believe this is what you conceived
From your worst day (I'm takin' a dive)
Oh, moving in line, then you look back in time
To the first day (I'm takin', I'm takin')

And you, and your sweet desire (Don't you do it, don't you do it)
You took me, oh
Higher and higher, baby

It's a livin' thing
It's a terrible thing to lose
It's a given thing
What a terrible thing to lose

(I'm takin' a dive)
(On the slide)
(Hey!)

Takin' a dive 'cause you can't halt the slide
Floating downstream (I'm takin' a dive)
Oh, so let her go, don't start spoiling the show
It's a bad dream (I'm takin', I'm takin')

And you, and your sweet desire (Don't you do it, don't you do it)
You took me, oh
Higher and higher, baby

It's a livin' thing
It's a terrible thing to lose
It's a given thing
What a terrible thing to lose
It's a livin' thing
It's a terrible thing to lose
It's a given thing
What a terrible thing to lose"
Electric Light Orchestra,Evil Woman,A Minor,120,8A,63,62,68,74,"You made a fool of me
But them broken dreams have got to end

Hey woman, you got the blues
'Cause you ain't got no one else to use
There's an open road that leads nowhere
So just make some miles between here and there
There's a hole in my head where the rain comes in
You took my body and played to win
Ha, ha, woman, it's a cryin' shame
But you ain't got nobody else to blame

Evil woman
Evil woman
Evil woman
Evil woman

Rolled in from another town
Hit some gold, too hot to settle down
But a fool and his money soon go separate ways
You found a fool lyin' in a daze
Ha, ha, woman, what you gonna do?
You destroyed all the virtues that the Lord gave you
It's so good that you're feeling pain
But you better get your face on board the very next train
(Hey, hey-hey-hey)

Evil woman
Evil woman
Evil woman (You're an evil woman)
Evil woman

Hey, hey-hey-hey
Hey, hey-hey-hey
Hey, hey-hey

Evil woman
Evil woman
Evil woman (You're an evil woman)
Evil woman

Evil woman, how you done me wrong
But now you're tryin' to wail a different song
Ha, ha, funny how you broke me up
You made the wine, now you drink the cup
I came runnin' every time you cried
Thought I saw love smilin' in your eyes
Ha, ha, very nice to know
That you ain't got no place left to go
(Oh, oh-oh-oh)

Evil woman
Evil woman
Evil woman (You're an evil woman)
Evil woman
Evil woman
Evil woman (You're an evil woman)
Evil woman (Such an evil woman)
Evil woman (You're an evil woman)
Evil woman (Such an evil woman)
Evil woman (You're an evil woman)
Evil woman (Such an evil woman)"
Electric Light Orchestra,All Over the World,D Major,124,10B,54,75,66,80,"One, two, three, four!


Everybody all around the world
Gotta tell you what I just heard
There's gonna be a party all over the world
I got a message on the radio
But where it came from, I don't really know
And I heard these voices calling all over the world

All over the world
Everybody got the word
Everybody everywhere
Is gonna feel tonight

Everybody walkin' down the street
Everybody movin' to the beat
They're gonna get hot down in the U.S.A. 
(New York, Detroit, L.A.)
We're gonna take a trip across the sea
Everybody come along with me
We're gonna hit the night down in gay Paris
(C'est la vie, having your cup of tea)

All over the world
Everybody got the word
Everybody everywhere
Is gonna feel tonight

(All over the world)

London, Hamburg, Paris, Rome
Rio, Hong Kong, Tokyo
L.A., New York, Amsterdam
Monte Carlo, Shard End and

All over the world
Everybody got the word
Everybody everywhere
Is gonna feel tonight

Everybody all around the world
(London, Hamburg, Paris, Rome)
Gotta tell you what I just heard
(Rio, New York, Tokyo)
Everybody walkin' down the street
(London, Hamburg, Paris, Rome)
I know a place where we all can meet
(Rio, New York, Tokyo)

Everybody gonna have a good time
Everybody will shine 'til the daylight

All over the world
Everybody got the word
Everybody everywhere
Is gonna feel tonight

All over the world
Everybody got the word
All over the world
Everybody got the word
(Woo-woo-woo, woo-woo-woo)
All over the world
Everybody got the word
(Woo-woo-woo, woo-woo-woo)
(Woo-woo-woo, woo-woo-woo-ah)"
Eli Young Band,Even If It Breaks Your Heart,C Major,208,8B,71,53,50,57,"Way back on the radio dial
The fire got lit inside a bright-eyed child
Every note just wrapped around his soul
From steel guitars to Memphis, all the way to rock and roll

Oh, I can hear 'em playin'
I can hear the ringin' of a beat up ol' guitar
Oh, I can hear 'em singin'
""Keep on dreamin', even if it breaks your heart""

Downtown is where I used to wander
Old enough to get there, but too young to get inside
So I would stand out on the sidewalk
Listen to the music playin' every Friday night

Oh, I can hear 'em playin'
I can hear the ringin' of a beat up ol' guitar
Oh, I can hear 'em singin'
""Keep on dreamin', even if it breaks your heart""

Some dreams stay with you forever
Drag you around but bring you back to where you were
Some dreams keep on gettin' better
You gotta keep believin' if you wanna know for sure

Oh, I can hear 'em playin'
I can hear the ringin' of a beat up ol' guitar
Oh, I can hear 'em singin'
""Keep on dreamin', even if it breaks your heart""
Oh, I can hear 'em playin'
I can hear the ringin' of a beat up ol' guitar
Oh, I can hear 'em singin'
""Keep on dreamin', even if it breaks your heart""
""Keep on dreamin', even if it breaks your heart""

Keep on dreamin'
Don't let it break your heart"
Eli Young Band,Love Ain't,B Major,98,1B,65,86,60,72,"Hotels are made for two night stays, checking in and out
Meeting strangers in the lobby
Waking up and leaving town the next day
But love ain't
And whiskey's poured for when you're bored
And alone on Friday night
When you want to lose yourself
And need a place to hide from all the pain
But love ain't

Love ain't you on a sidewalk in your new dress all alone
Love ain't you calling me 'cause he ain't picking up his phone
The way you're talking sounds like he's somebody you should hate
I may not know what love is girl, but I know what love ain't
Come over, let me show you what he can't
'Cause he can only show you what love ain't

Sad movies are for crying on the couch there in the dark
That sad song it was written just to try and get your heart to break
But love ain't

Love ain't you on a sidewalk in your new dress all alone
Love ain't you calling me 'cause he ain't picking up his phone
The way you're talking sounds like he's somebody you should hate
I may not know what love is girl, but I know what love ain't
Come over, let me show you what he can't
'Cause he can only show you what love ain't

(Love ain't)
I wonder what he's doing
(Love ain't)
Feeling like a fool
(And you can't)
Keep letting him do it to you

'Cause love ain't you on a sidewalk in your new dress all alone
Love ain't you calling me 'cause he ain't picking up his phone
The way you're talking sounds like he's somebody you should hate
I may not know what love is girl, but I know what love ain't
I may not know what love is girl, but I know what love ain't
Come over, let me show you what he can't
'Cause he can only show you what love ain't
Love ain't (Love ain't), oh yeah (Love ain't)
Love ain't"
Ella Boh,a little bit,C# Minor,81,12A,61,71,61,33,"Maybe I could dye my hair (Dark brown 'cause I know you like that)
Baby, tell me what to wear (Lights down, and I'm wearing all black)
Do I make it too obvious?
My best friend said I should be honest (Uh)
I think I'll just say a prayer

I've got an altar in my head
Where you're living with no rent
I'm no better than a fuckin' man
Tryna shake it but I can't

I'm a little bit a little bit in love with you
Don't wanna be a freak, just think you're cool
You've got me feeling ill 'cause I don't make the rules
And I wish I did, 'cause I want you
A little bit, a little bit obsessed with you
Don't wanna be your girl, just your muse
You'vе got me feeling ill 'cause I don't make thе rules
God, I wish I did, 'cause I'd have you

I think I might die right here (Prettiest thing, maybe I've ever seen)
'Cause I just want you to care (Call me a fiend, you're a heavenly being)

I've got an altar in my head
Where you're living with no rent
I'm no better than a fuckin' man
Tryna shake it but I can't

'Cause I'm a little bit a little bit in love with you
Don't wanna be a freak, just think you're cool (Think you're cool)
You've got me feeling ill 'cause I don't make the rules
And I wish I did, 'cause I want you
A little bit, a little bit obsessed with you
Don't wanna be your girl, just your muse (Just your muse)
You've got me feeling ill 'cause I don't make the rules
God, I wish I did, 'cause I'd have you

Do I make it too obvious?
Do I make it too obvious, obvious?
Do I make it too obvious?
(I'm a little bit, a little bit) In love with you
Do I make it too obvious?
Do I make it too obvious (Obvi—), obvious?
Do I make it too obvious?
(Maybe more than just a little bit, a little bit)

I'm a little bit a little bit in love with you
Don't wanna be a freak, just think you're cool (Think you're cool)
You've got me feeling ill 'cause I don't make the rules
And I wish I did, 'cause I want you
A little bit, a little bit obsessed with you (A little bit obsessed with you)
Don't wanna be your girl, just your muse (Don't be in love)
You've got me feeling ill 'cause I don't make the rules (A little bit obsessed with you)
God, I wish I did, 'cause I'd have you"
Ella Mai,Naked - Bonus Track,A Major,175,11B,68,39,36,57,
Ella Mai,Boo'd Up,B♭ Minor,82,3A,63,84,57,23,"Yeah yeah, yeah yeah

Feelings, so deep in my feelings
No, this ain't really like me
Can't control my anxiety
Feeling, like I'm touching the ceiling
When I'm with you, I can't breathe
Boy, you do something to me

Ooh, no, I'll never get over you until I find something new
That get me high like you do, yeah, yeah
Ooh, no, I'll never get over you until I find something new
That get me high like you do

Listen to my heart go ba-do, boo'd up
Biddy-da-do, boo'd up
Hear my heart go ba-do, boo'd up
Biddy-da-do, it just won't stop, it go
Ba-do, boo'd up
Biddy-da-do, boo'd up
Hear my heart go ba-do, boo'd up
Biddy-da-do, it just won't stop, it go

Oh, how many ways can I say that I need you? Baby, it's true
I think I might die without you
Feeling all over my body
You know how I like it
Ain't gotta tell you what to do, yeah, yeah

Ooh, no, I'll never get over you until I find something new
That get me high like you do, yeah, yeah
Ooh, no, I'll never get over you until I find something new
That get me high like you do

Listen to my heart go ba-do, boo'd up
Biddy-da-do, boo'd up
Hear my heart go ba-do, boo'd up
Biddy-da-do, it just won't stop, it go
Ba-do, boo'd up
Biddy-da-do, boo'd up
Hear my heart go ba-do, boo'd up
Biddy-da-do, it just won't stop, it go

Head over heels in love
Right in front of you, ain't gotta look no more, baby (Hah)
I wanna build this love
And everything you want, you ain't gotta ask for
You got me boo'd up, boo'd up
Boo'd up, boo'd up
Told you from the jump I'd only choose ya
Ya got me boo'd up, boo'd up
Boo'd up, boo'd up
Grab me by the waist, baby, pull me closer, yeah

Ooh, no, I'll never get over you until I find something new
That get me high like you do, yeah, yeah
Ooh, no, I'll never get over you until I find something new (Yeah, baby)
That get me high like you do

Listen to my heart go ba-do, boo'd up (Ooh, boo'd)
Biddy-da-do, boo'd up
Hear my heart go ba-do, boo'd up (Ba-do, boo'd up)
Biddy-da-do, it just won't stop, it go
Ba-do, boo'd up
Biddy-da-do, boo'd up
Hear my heart go ba-do, boo'd up
Biddy-da-do, it just won't stop, it go"
